t,v
1198954749,1728
1198954960,1693
1198955170,1727
1198955378,1691
1198955588,1808
1198955803,1808
1198956020,1710
1198956228,1690
1198956438,1795
1198956655,1815
1198967105,1685
1198967313,1655
1198967524,1815
1198967738,1730
1198967953,1687
1198968162,1719
1198968372,1743
1198968580,1808
1198968798,1705
1198969009,1674
1198969220,1707
1198969428,1678
1198969646,1813
1198969854,1731
1198970065,1658
1198970273,1807
1198980713,1713
1198980921,1734
1198981131,1674
1198981340,1795
1198981550,1726
1198981766,1695
1198981978,1798
1198982187,1713
1198982397,1781
1198982605,1813
1198982823,1705
1198983036,1662
1198983247,1713
1198983455,1805
1198983673,1719
1198994099,1687
1198994309,1738
1198994518,1716
1198994735,1757
1198994946,1808
1198995156,1663
1198995364,1791
1198995574,1727
1198995791,1687
1198996006,1808
1198996214,1721
1198996424,1733
1198996640,1712
1198996851,1779
1198997063,1815
1198997274,1810
1199007693,1735
1199007903,1808
1199008112,1734
1199008322,1680
1199008530,1766
1199008748,1735
1199008960,1706
1199009170,1726
1199009378,1689
1199009588,1808
1199009803,1809
1199010020,1707
1199010228,1706
1199010438,1793
1199010655,1813
1199021097,1694
1199021306,1744
1199021516,1734
1199021732,1712
1199021945,1793
1199022153,1712
1199022364,1782
1199022572,1811
1199022790,1694
1199023004,1659
1199023214,1750
1199023422,1812
1199023640,1705
1199023849,1671
1199024063,1814
1199024272,1776
1199034672,1728
1199034880,1778
1199035091,1695
1199035300,1802
1199035510,1714
1199035727,1680
1199035942,1814
1199036151,1808
1199036361,1712
1199036569,1675
1199036788,1814
1199037001,1729
1199037211,1719
1199037420,1682
1199037638,1809
1199048091,1741
1199048302,1726
1199048510,1695
1199048728,1804
1199048941,1759
1199049151,1787
1199049359,1727
1199049569,1702
1199049786,1809
1199049998,1713
1199050206,1782
1199050416,1728
1199050633,1698
1199050843,1799
1199051054,1813
1199051264,1808
1199061651,1747
1199061861,1798
1199062070,1813
1199062280,1684
1199062488,1713
1199062706,1735
1199062915,1717
1199063126,1799
1199063334,1814
1199063544,1685
1199063760,1683
1199063976,1795
1199064184,1810
1199064394,1703
1199064602,1674
1199075003,1815
1199075211,1813
1199075421,1700
1199075637,1659
1199075847,1813
1199076059,1732
1199076270,1739
1199076478,1718
1199076696,1762
1199076905,1814
1199077115,1687
1199077323,1702
1199077534,1746
1199077749,1723
1199077962,1731
1199078170,1733
1199088561,1654
1199088777,1724
1199088992,1735
1199089200,1685
1199089410,1810
1199089627,1735
1199089837,1677
1199090047,1776
1199090257,1697
1199090465,1660
1199090684,1789
1199090892,1717
1199091104,1808
1199091312,1744
1199091522,1679
1199101910,1754
1199102121,1741
1199102330,1808
1199102540,1712
1199102756,1680
1199102973,1809
1199103181,1811
1199103391,1704
1199103599,1670
1199103818,1739
1199104028,1723
1199104239,1812
1199104447,1729
1199104665,1693
1199104873,1808
1199105089,1813
1199115469,1734
1199115687,1815
1199115895,1732
1199116106,1727
1199116314,1806
1199116524,1719
1199116738,1685
1199116953,1681
1199117162,1683
1199117372,1811
1199117580,1735
1199117798,1671
1199118009,1767
1199118220,1673
1199118428,1771
1199128822,1733
1199129036,1715
1199129246,1681
1199129455,1730
1199129673,1735
1199129881,1718
1199130092,1808
1199130301,1737
1199130511,1677
1199130727,1761
1199130942,1729
1199131150,1814
1199131361,1693
1199131569,1664
1199131787,1813
1199132001,1730
1199142450,1687
1199142667,1680
1199142877,1815
1199143089,1722
1199143299,1737
1199143507,1721
1199143726,1747
1199143940,1812
1199144151,1734
1199144359,1712
1199144569,1786
1199144786,1814
1199144998,1685
1199145206,1810
1199145416,1705
1199145632,1673
1199156058,1815
1199156266,1739
1199156476,1679
1199156693,1763
1199156903,1728
1199157112,1681
1199157322,1809
1199157530,1740
1199157748,1678
1199157960,1776
1199158170,1659
1199158378,1777
1199158588,1730
1199158803,1727
1199159019,1743
1199169445,1664
1199169663,1737
1199169871,1710
1199170083,1813
1199170291,1733
1199170501,1655
1199170718,1776
1199170929,1728
1199171137,1663
1199171348,1830
1199171556,1727
1199171774,1758
1199171987,1810
1199172198,1811
1199172406,1734
1199172624,1661
1199183036,1779
1199183246,1665
1199183454,1791
1199183672,1726
1199183881,1690
1199184092,1746
1199184301,1723
1199184511,1759
1199184727,1808
1199184942,1697
1199185150,1734
1199185360,1654
1199185569,1779
1199185787,1733
1199186001,1702
1199196443,1664
1199196659,1741
1199196869,1735
1199197078,1686
1199197288,1811
1199197497,1748
1199197715,1679
1199197924,1771
1199198134,1719
1199198342,1685
1199198553,1810
1199198769,1735
1199198981,1677
1199199189,1815
1199199400,1691
1199199616,1676
1199210017,1739
1199210226,1734
1199210436,1671
1199210652,1777
1199210862,1730
1199211071,1700
1199211281,1805
1199211489,1767
1199211707,1683
1199211916,1723
1199212126,1733
1199212334,1706
1199212545,1789
1199212761,1813
1199212975,1701
1199223437,1733
1199223655,1719
1199223863,1687
1199224073,1808
1199224282,1759
1199224492,1680
1199224708,1712
1199224918,1733
1199225127,1687
1199225337,1808
1199225546,1789
1199225763,1683
1199225976,1697
1199226186,1722
1199226395,1807
1199226605,1717
1199236995,1687
1199237205,1695
1199237414,1799
1199237632,1725
1199237840,1679
1199238055,1811
1199238263,1682
1199238473,1749
1199238689,1722
1199238899,1739
1199239108,1812
1199239318,1707
1199239526,1668
1199239745,1814
1199239957,1729
1199250348,1729
1199250557,1815
1199250775,1680
1199250990,1744
1199251200,1814
1199251408,1733
1199251627,1662
1199251835,1801
1199252047,1723
1199252256,1767
1199252466,1731
1199252682,1707
1199252893,1805
1199253104,1683
1199253315,1810
1199253523,1735
1199263977,1673
1199264185,1728
1199264395,1690
1199264603,1798
1199264822,1725
1199265034,1690
1199265244,1690
1199265453,1682
1199265671,1747
1199265879,1722
1199266094,1711
1199266303,1675
1199266513,1813
1199266729,1731
1199266945,1701
1199267153,1659
1199277585,1813
1199277801,1780
1199278014,1729
1199278222,1776
1199278432,1729
1199278649,1698
1199278859,1808
1199279067,1740
1199279278,1659
1199279486,1783
1199279704,1729
1199279913,1694
1199280123,1810
1199280332,1737
1199280542,1686
1199290971,1776
1199291181,1795
1199291390,1814
1199291600,1687
1199291817,1738
1199292029,1733
1199292238,1717
1199292448,1734
1199292665,1713
1199292875,1781
1199293089,1719
1199293299,1735
1199293507,1714
1199293725,1776
1199293940,1810
1199294150,1728
1199304562,1693
1199304780,1719
1199304993,1682
1199305203,1683
1199305411,1711
1199305630,1737
1199305838,1711
1199306054,1792
1199306262,1730
1199306472,1733
1199306689,1715
1199306899,1773
1199307108,1796
1199307318,1685
1199307526,1727
1199317969,1735
1199318178,1693
1199318388,1808
1199318596,1760
1199318813,1706
1199319026,1679
1199319236,1671
1199319444,1773
1199319663,1731
1199319871,1694
1199320083,1797
1199320291,1728
1199320501,1722
1199320718,1808
1199320929,1706
1199321137,1749
1199331544,1734
1199331760,1803
1199331976,1723
1199332184,1735
1199332394,1679
