t,v,m
345177998,1834,0
345178206,1957,0
345178423,1883,0
345178637,1861,0
345178847,1815,0
345179056,1967,0
345179266,1867,0
345179482,1889,0
345179699,1919,0
345179907,1861,0
345180117,1817,0
345180334,1966,0
345180544,1863,0
345180758,1829,0
345191178,1964,0
345191394,1826,0
345191604,1923,0
345191813,1860,0
345192024,1815,0
345192232,1966,0
345192450,1858,0
345192664,1838,0
345192874,1841,0
345193082,1872,0
345193292,1872,0
345193507,1875,0
345193723,1835,0
345193932,1874,0
345194142,1847,0
345194358,1947,0
345204769,1872,0
345204977,1846,0
345205187,1956,0
345205404,1835,0
345205614,1887,0
345205823,1872,0
345206033,1835,0
345206241,1956,0
345206459,1874,0
345206672,1872,0
345206882,1838,0
345207090,1956,0
345207301,1872,0
345207517,1808,0
345207732,1827,0
345218172,1967,0
345218391,1857,0
345218599,1952,0
345218810,1875,0
345219018,1791,0
345219228,1936,0
345219445,1856,0
345219660,1872,0
345219868,1862,0
345220079,1962,0
345220287,1838,0
345220505,1841,0
345220716,1823,0
345220926,1887,0
345221134,1872,0
345221353,1819,0
345231747,1872,0
345231957,1829,0
345232165,1962,0
345232384,1870,0
345232592,1872,0
345232806,1833,0
345233014,1960,0
345233225,1872,0
345233441,1873,0
345233658,1905,0
345233866,1871,0
345234076,1825,0
345234285,1961,0
345234503,1873,0
345234713,1963,0
345245170,1875,0
345245387,1840,0
345245597,1850,0
345245809,1936,0
345246019,1929,0
345246227,1811,0
345246445,1920,0
345246658,1937,0
345246868,1965,0
345247076,1815,0
345247287,1909,0
345247503,1863,0
345247715,1925,0
345247924,1862,0
345248134,1819,0
345248350,1967,0
345258799,1875,0
345259007,1799,0
345259217,1942,0
345259434,1843,0
345259649,1870,0
345259857,1899,0
345260068,1966,0
345260276,1821,0
345260494,1899,0
345260708,1943,0
345260918,1903,0
345261126,1803,0
345261344,1922,0
345261552,1861,0
345261767,1923,0
345261975,1809,0
345272408,1791,0
345272616,1872,0
345272827,1839,0
345273035,1956,0
345273245,1873,0
345273462,1790,0
345273677,1838,0
345273885,1958,0
345274095,1872,0
345274303,1860,0
345274522,1960,0
345274732,1855,0
345274943,1958,0
345275151,1840,0
345275369,1825,0
345285793,1874,0
345286003,1842,0
345286212,1950,0
345286430,1875,0
345286645,1838,0
345286855,1839,0
345287063,1873,0
345287273,1830,0
345287490,1956,0
345287702,1833,0
345287911,1961,0
345288121,1872,0
345288337,1874,0
345288548,1960,0
345288758,1875,0
345288969,1961,0
345299385,1815,0
345299596,1869,0
345299808,1889,0
345300018,1959,0
345300226,1835,0
345300442,1840,0
345300655,1813,0
345300865,1920,0
345301074,1862,0
345301284,1809,0
345301501,1967,0
345301715,1936,0
345301924,1856,0
345302134,1813,0
345302350,1904,0
345312791,1870,0
345312999,1892,0
345313210,1964,0
345313424,1872,0
345313639,1936,0
345313847,1813,0
345314057,1921,0
345314266,1867,0
345314484,1826,0
345314697,1791,0
345314907,1941,0
345315115,1853,0
345315334,1791,0
345315542,1949,0
345315758,1966,0
345315966,1815,0
345326373,1840,0
345326582,1853,0
345326795,1809,0
345327003,1964,0
345327214,1857,0
345327430,1941,0
345327646,1907,0
345327854,1866,0
345328065,1822,0
345328273,1960,0
345328491,1872,0
345328705,1847,0
345328915,1791,0
345329123,1887,0
345329342,1855,0
345339785,1844,0
345339996,1793,0
345340204,1904,0
345340422,1851,0
345340632,1967,0
345340842,1867,0
345341050,1898,0
345341261,1962,0
345341476,1835,0
345341693,1830,0
345341901,1961,0
345342112,1872,0
345342328,1807,0
345342538,1949,0
345342748,1799,0
345342958,1951,0
345353351,1827,0
345353561,1853,0
345353770,1872,0
345353980,1835,0
345354188,1958,0
345354407,1872,0
345354615,1913,0
345354826,1966,0
345355034,1825,0
345355244,1883,0
345355460,1872,0
345355677,1872,0
345355885,1842,0
345356095,1956,0
345356303,1831,0
345366697,1791,0
345366905,1890,0
345367115,1856,0
345367332,1947,0
345367542,1886,0
345367752,1909,0
345367962,1966,0
345368170,1819,0
345368389,1919,0
345368597,1840,0
345368808,1791,0
345369016,1903,0
345369227,1856,0
345369442,1883,0
345369657,1791,0
345369866,1886,0
345380255,1886,0
345380471,1872,0
345380684,1892,0
345380892,1872,0
345381102,1835,0
345381318,1950,0
345381528,1875,0
345381740,1883,0
345381950,1853,0
345382159,1930,0
345382376,1962,0
345382584,1791,0
345382796,1936,0
345383004,1856,0
345383214,1813,0
345393604,1926,0
345393815,1966,0
345394023,1823,0
345394233,1891,0
345394450,1862,0
345394666,1869,0
345394874,1885,0
345395084,1963,0
345395293,1829,0
345395511,1847,0
345395724,1931,0
345395934,1966,0
345396143,1813,0
345396361,1922,0
345396569,1856,0
345396780,1811,0
345407162,1933,0
345407381,1905,0
345407589,1906,0
345407801,1966,0
345408009,1823,0
345408219,1887,0
345408436,1863,0
345408649,1951,0
345408857,1844,0
345409068,1791,0
345409276,1881,0
345409494,1849,0
345409708,1827,0
345409918,1865,0
345410126,1872,0
345420516,1945,0
345420730,1891,0
345420940,1856,0
345421148,1922,0
345421366,1965,0
345421575,1895,0
345421787,1963,0
345421995,1827,0
345422205,1879,0
345422422,1868,0
345422633,1827,0
345422842,1872,0
345423052,1840,0
345423260,1958,0
345423479,1872,0
345423691,1872,0
345434074,1966,0
345434282,1815,0
345434501,1904,0
345434713,1926,0
345434924,1967,0
345435132,1815,0
345435350,1934,0
345435559,1856,0
345435769,1795,0
345435978,1904,0
345436188,1857,0
345436404,1947,0
345436615,1875,0
345436823,1793,0
345437034,1942,0
345447423,1966,0
345447639,1962,0
345447847,1837,0
345448057,1840,0
345448266,1872,0
345448484,1841,0
345448697,1823,0
345448907,1895,0
345449115,1871,0
345449334,1822,0
345449542,1962,0
345449758,1958,0
345449966,1838,0
345450177,1810,0
345450393,1876,0
345450603,1840,0
345460981,1875,0
345461191,1845,0
345461407,1936,0
345461618,1873,0
345461827,1792,0
345462037,1941,0
345462245,1858,0
345462463,1815,0
345462678,1936,0
345462888,1922,0
345463096,1810,0
345463306,1926,0
345463522,1862,0
345463735,1919,0
345463943,1863,0
345474342,1875,0
345474550,1792,0
345474766,1815,0
345474974,1966,0
345475185,1865,0
345475401,1927,0
345475612,1883,0
345475820,1791,0
345476031,1936,0
345476239,1853,0
345476457,1813,0
345476667,1853,0
345476878,1811,0
345477086,1966,0
345477296,1936,0
345477511,1809,0
345487963,1877,0
345488171,1791,0
345488390,1958,0
345488598,1818,0
345488810,1909,0
345489018,1866,0
345489228,1825,0
345489442,1840,0
345489657,1813,0
345489865,1965,0
345490076,1866,0
345490284,1915,0
345490502,1965,0
345490713,1943,0
345490924,1890,0
345491132,1810,0
345501571,1829,0
345501779,1958,0
345501989,1872,0
345502198,1825,0
345502416,1962,0
345502624,1823,0
345502835,1891,0
345503043,1871,0
345503254,1826,0
345503470,1959,0
345503682,1825,0
345503891,1961,0
345504101,1872,0
345504309,1823,0
345504527,1952,0
345514957,1872,0
345515168,1826,0
345515384,1963,0
345515594,1852,0
345515806,1872,0
345516016,1840,0
345516225,1949,0
345516442,1966,0
345516655,1872,0
345516866,1840,0
345517074,1946,0
345517284,1877,0
345517500,1798,0
345517715,1836,0
345517924,1958,0
345518134,1872,0
345528548,1821,0
345528763,1868,0
345528971,1886,0
345529181,1961,0
345529398,1824,0
345529608,1930,0
345529817,1862,0
345530027,1821,0
345530235,1965,0
345530453,1870,0
345530664,1963,0
345530874,1871,0
345531082,1883,0
345531292,1931,0
345531507,1862,0
345541956,1844,0
345542164,1946,0
345542382,1874,0
345542591,1842,0
345542807,1809,0
345543015,1873,0
345543225,1846,0
345543442,1954,0
345543657,1919,0
345543866,1867,0
345544076,1810,0
345544284,1965,0
345544502,1858,0
345544713,1875,0
345544924,1843,0
345545132,1941,0
345555530,1819,0
345555741,1841,0
345555951,1808,0
345556159,1877,0
345556377,1857,0
345556585,1963,0
345556796,1872,0
345557005,1845,0
345557215,1956,0
345557432,1829,0
345557646,1867,0
345557854,1891,0
345558065,1963,0
345558273,1828,0
345558491,1865,0
345568950,1815,0
345569160,1907,0
345569376,1866,0
345569586,1823,0
345569796,1874,0
345570006,1844,0
345570214,1939,0
345570433,1873,0
345570647,1846,0
345570857,1791,0
345571066,1904,0
345571276,1853,0
345571492,1931,0
345571707,1796,0
345571915,1881,0
345572125,1853,0
345582517,1906,0
345582732,1811,0
345582940,1966,0
345583150,1867,0
345583366,1889,0
345583576,1883,0
345583786,1795,0
345583996,1941,0
345584204,1853,0
345584423,1789,0
345584637,1945,0
345584847,1902,0
345585055,1810,0
345585266,1911,0
345585481,1867,0
345585696,1965,0
345596116,1957,0
345596334,1872,0
345596542,1863,0
345596758,1802,0
345596966,1898,0
345597177,1853,0
345597393,1937,0
345597603,1881,0
345597812,1795,0
345598022,1927,0
345598230,1857,0
345598449,1809,0
345598661,1791,0
345598871,1943,0
345599080,1851,0
345609490,1791,0
345609700,1843,0
345609910,1791,0
345610119,1968,0
345610337,1850,0
345610545,1939,0
345610758,1840,0
345610966,1954,0
345611177,1878,0
345611393,1807,0
345611603,1954,0
345611812,1846,0
345612022,1791,0
345612230,1900,0
345612449,1842,0
345612661,1833,0
345623097,1962,0
345623306,1831,0
345623524,1850,0
345623738,1961,0
345623948,1872,0
345624157,1813,0
345624375,1953,0
345624583,1965,0
345624799,1865,0
345625007,1887,0
345625217,1962,0
345625433,1821,0
345625649,1830,0
345625857,1962,0
345626068,1872,0
345636484,1867,0
345636699,1818,0
345636907,1964,0
345637117,1870,0
345637333,1905,0
345637544,1965,0
345637758,1869,0
345637968,1823,0
345638177,1963,0
345638395,1872,0
345638603,1905,0
345638814,1965,0
345639022,1823,0
345639232,1859,0
345639449,1872,0
345639663,1965,0
345650075,1965,0
345650285,1865,0
345650502,1895,0
345650715,1842,0
345650924,1951,0
345651134,1879,0
345651350,1793,0
345651560,1942,0
345651769,1841,0
345651979,1794,0
345652188,1890,0
345652406,1845,0
345652614,1956,0
345652825,1874,0
345653033,1791,0
345663482,1885,0
345663697,1965,0
345663907,1866,0
345664115,1878,0
345664333,1961,0
345664541,1840,0
345664753,1954,0
345664962,1845,0
345665172,1806,0
345665388,1877,0
345665598,1830,0
345665808,1960,0
345666018,1871,0
345666226,1827,0
345666442,1795,0
345666655,1902,0
345677057,1958,0
345677265,1841,0
345677483,1799,0
345677697,1934,0
345677907,1967,0
345678115,1815,0
345678334,1935,0
345678542,1857,0
345678758,1865,0
345678966,1899,0
345679177,1965,0
345679393,1826,0
345679603,1906,0
345679812,1867,0
345680022,1826,0
345690476,1901,0
345690693,1907,0
345690901,1869,0
345691111,1824,0
345691327,1959,0
345691537,1872,0
345691748,1961,0
345691958,1872,0
345692166,1871,0
345692385,1955,0
345692593,1946,0
345692807,1883,0
345693015,1795,0
345693225,1930,0
345693442,1850,0
345693657,1863,0
345704105,1871,0
345704323,1962,0
345704531,1829,0
345704748,1830,0
345704956,1958,0
345705166,1872,0
345705383,1872,0
345705593,1863,0
345705807,1872,0
345706017,1840,0
345706226,1953,0
345706442,1952,0
345706655,1965,0
345706866,1860,0
345707074,1911,0
345707284,1966,0
345717715,1851,0
345717925,1791,0
345718134,1904,0
345718352,1856,0
345718560,1925,0
345718770,1936,0
345718979,1818,0
345719189,1902,0
345719405,1858,0
345719615,1808,0
345719824,1964,0
345720034,1858,0
345720243,1921,0
345720461,1966,0
345720675,1857,0
345731103,1917,0
345731320,1856,0
345731530,1808,0
345731740,1850,0
345731951,1808,0
345732159,1973,0
345732377,1869,0
345732585,1953,0
345732796,1878,0
345733005,1808,0
345733215,1931,0
345733431,1854,0
345733646,1872,0
345733855,1867,0
345734065,1961,0
345734273,1830,0
345744699,1814,0
345744907,1874,0
345745117,1847,0
345745334,1951,0
345745544,1878,0
345745758,1847,0
345745968,1810,0
345746176,1967,0
345746394,1861,0
345746603,1938,0
345746814,1967,0
345747022,1815,0
345747232,1915,0
345747448,1856,0
345747663,1886,0
345758097,1943,0
345758307,1916,0
345758523,1808,0
345758740,1809,0
345758948,1967,0
345759158,1859,0
345759374,1915,0
345759585,1837,0
345759796,1957,0
345760007,1872,0
345760215,1799,0
345760433,1955,0
345760647,1881,0
345760857,1853,0
345761066,1930,0
345761276,1965,0
345771678,1926,0
345771888,1967,0
345772096,1819,0
345772307,1887,0
345772523,1869,0
345772735,1883,0
345772943,1872,0
345773154,1833,0
345773370,1963,0
345773581,1875,0
345773793,1871,0
345774003,1831,0
345774211,1959,0
345774429,1873,0
345774644,1825,0
345785095,1956,0
345785304,1829,0
345785522,1862,0
345785733,1831,0
345785943,1847,0
345786151,1873,0
345786370,1833,0
345786578,1793,0
345786793,1939,0
345787002,1854,0
345787212,1812,0
345787428,1966,0
345787643,1955,0
345787852,1840,0
345788062,1811,0
345788270,1872,0
345798724,1958,0
345798932,1840,0
345799142,1791,0
345799358,1937,0
345799568,1858,0
345799777,1924,0
345799987,1967,0
345800195,1814,0
345800414,1938,0
345800622,1846,0
345800833,1793,0
345801041,1878,0
345801252,1849,0
345801468,1926,0
345801682,1801,0
345801891,1878,0
345812340,1863,0
345812548,1898,0
345812763,1814,0
345812971,1967,0
345813181,1867,0
345813397,1911,0
345813608,1937,0
345813816,1811,0
345814027,1919,0
345814235,1866,0
345814453,1822,0
345814664,1866,0
345814874,1823,0
345815082,1963,0
345815292,1929,0
345825718,1963,0
345825928,1872,0
345826137,1826,0
345826355,1958,0
345826563,1839,0
345826774,1810,0
345826982,1877,0
345827192,1850,0
345827408,1930,0
345827618,1882,0
345827827,1806,0
345828037,1934,0
345828245,1857,0
345828463,1821,0
345828678,1910,0
345828888,1965,0
345839309,1872,0
345839527,1839,0
345839740,1819,0
345839950,1884,0
345840159,1871,0
345840376,1842,0
345840585,1965,0
345840796,1865,0
345841004,1897,0
345841214,1961,0
345841431,1823,0
345841646,1840,0
345841855,1943,0
345842065,1902,0
345842273,1819,0
345852716,1967,0
345852925,1819,0
345853135,1893,0
345853352,1864,0
345853562,1823,0
345853770,1966,0
345853980,1865,0
345854189,1898,0
345854407,1967,0
345854616,1789,0
345854826,1939,0
345855035,1853,0
345855245,1808,0
345855461,1967,0
345855677,1958,0
345855885,1837,0
345866291,1872,0
345866507,1847,0
345866724,1898,0
345866932,1870,0
345867142,1827,0
345867359,1962,0
345867569,1872,0
345867777,1850,0
345867988,1960,0
345868196,1837,0
345868414,1872,0
345868623,1867,0
345868833,1824,0
345869042,1959,0
345869252,1872,0
345879710,1966,0
345879920,1859,0
345880129,1899,0
345880347,1966,0
345880555,1824,0
345880769,1873,0
345880977,1789,0
345881187,1943,0
345881403,1841,0
345881614,1818,0
345881822,1875,0
345882032,1853,0
345882241,1940,0
345882459,1967,0
345882672,1872,0
345882882,1840,0
345893269,1874,0
345893486,1844,0
345893697,1873,0
345893907,1844,0
345894115,1949,0
345894334,1874,0
345894542,1821,0
345894758,1813,0
345894966,1967,0
345895176,1863,0
345895393,1909,0
345895603,1967,0
345895812,1815,0
345896022,1903,0
345896230,1869,0
345906622,1863,0
345906831,1895,0
345907041,1962,0
345907249,1830,0
345907467,1814,0
345907680,1924,0
345907891,1966,0
345908099,1811,0
345908309,1899,0
345908525,1869,0
345908740,1965,0
345908948,1818,0
345909158,1893,0
345909374,1871,0
345909585,1952,0
345909796,1838,0
345920180,1856,0
345920397,1936,0
345920607,1875,0
345920816,1791,0
345921026,1935,0
345921234,1856,0
345921452,1809,0
345921664,1837,0
345921874,1812,0
345922082,1873,0
345922292,1871,0
345922507,1861,0
345922724,1895,0
345922932,1870,0
345923142,1830,0
345933529,1852,0
345933742,1947,0
345933950,1846,0
345934161,1794,0
345934377,1936,0
345934587,1825,0
345934796,1961,0
345935007,1872,0
345935215,1856,0
345935434,1963,0
345935647,1874,0
345935857,1845,0
345936066,1939,0
345936276,1904,0
345936492,1808,0
345936707,1840,0
345947088,1834,0
345947298,1895,0
345947514,1869,0
345947729,1963,0
345947937,1822,0
345948147,1882,0
345948364,1862,0
345948574,1789,0
345948783,1905,0
345948993,1856,0
345949202,1930,0
345949420,1887,0
345949629,1895,0
345949840,1964,0
345950048,1831,0
345960441,1821,0
345960655,1915,0
345960865,1966,0
345961074,1823,0
345961284,1909,0
345961500,1869,0
345961715,1883,0
345961924,1808,0
345962134,1930,0
345962350,1853,0
345962561,1811,0
345962769,1904,0
345962979,1857,0
345963187,1922,0
345963406,1936,0
345963614,1791,0
345973999,1802,0
345974207,1879,0
345974425,1851,0
345974637,1862,0
345974847,1819,0
345975056,1966,0
345975266,1867,0
345975482,1877,0
345975697,1821,0
345975905,1962,0
345976115,1871,0
345976332,1914,0
345976542,1965,0
345976752,1872,0
345976962,1961,0
345987348,1802,0
345987558,1946,0
345987768,1819,0
345987978,1902,0
345988186,1871,0
345988404,1835,0
345988613,1961,0
345988823,1872,0
345989031,1869,0
345989242,1959,0
345989458,1833,0
345989674,1850,0
345989882,1941,0
345990092,1908,0
345990300,1841,0
345990517,1799,0
346000906,1871,0
346001117,1964,0
346001333,1823,0
346001543,1883,0
346001753,1840,0
346001963,1801,0
346002171,1878,0
346002390,1840,0
346002598,1962,0
346002809,1870,0
346003017,1875,0
346003228,1960,0
346003442,1871,0
346003657,1933,0
346003865,1811,0
346014260,1947,0
346014476,1852,0
346014693,1843,0
346014901,1940,0
346015111,1906,0
346015327,1821,0
346015537,1883,0
346015748,1811,0
346015958,1909,0
346016166,1870,0
346016385,1825,0
346016593,1840,0
346016807,1813,0
346017015,1873,0
346017225,1845,0
346017442,1955,0
346027888,1911,0
346028097,1865,0
346028307,1823,0
346028523,1963,0
346028735,1825,0
346028944,1961,0
346029154,1872,0
346029370,1893,0
346029581,1831,0
346029793,1956,0
346030003,1872,0
346030211,1818,0
346030429,1950,0
346030644,1871,0
346030855,1829,0
346031063,1959,0
346041496,1904,0
346041710,1844,0
346041921,1790,0
346042129,1893,0
346042347,1843,0
346042556,1947,0
346042768,1855,0
346042976,1919,0
346043186,1966,0
346043403,1810,0
346043613,1939,0
346043821,1857,0
346044032,1811,0
346044240,1967,0
346044458,1870,0
346054882,1951,0
346055093,1873,0
346055301,1798,0
346055519,1949,0
346055730,1828,0
346055940,1952,0
346056148,1840,0
346056367,1813,0
346056575,1856,0
346056787,1808,0
346056995,1905,0
346057206,1855,0
346057421,1903,0
346057633,1873,0
346057841,1819,0
346058052,1951,0
346068474,1874,0
346068690,1872,0
346068898,1841,0
346069109,1957,0
346069325,1829,0
346069535,1865,0
346069748,1887,0
346069958,1961,0
346070166,1834,0
346070385,1860,0
346070593,1821,0
346070807,1955,0
346071015,1840,0
346071226,1805,0
346071442,1872,0
346081881,1964,0
346082089,1831,0
346082299,1911,0
346082516,1867,0
346082732,1871,0
346082940,1872,0
346083151,1958,0
346083367,1825,0
346083577,1953,0
346083787,1843,0
346083997,1791,0
346084205,1897,0
346084424,1853,0
346084637,1823,0
346084847,1871,0
346085055,1872,0
346095455,1872,0
346095666,1965,0
346095876,1867,0
346096085,1869,0
346096295,1953,0
346096511,1841,0
346096726,1863,0
346096934,1906,0
346097145,1967,0
346097361,1823,0
346097571,1893,0
346097779,1869,0
346097990,1826,0
346098198,1964,0
346098417,1862,0
346108875,1893,0
346109085,1856,0
346109293,1872,0
346109511,1957,0
346109724,1936,0
346109934,1858,0
346110143,1918,0
346110361,1965,0
346110569,1815,0
346110779,1891,0
346110987,1870,0
346111198,1833,0
346111414,1963,0
346111624,1870,0
346111833,1890,0
346112043,1963,0
346122433,1874,0
346122649,1872,0
346122857,1810,0
346123068,1955,0
346123276,1841,0
346123494,1793,0
346123708,1905,0
346123918,1963,0
346124126,1829,0
346124344,1845,0
346124552,1872,0
346124767,1963,0
346124975,1828,0
346125185,1847,0
346125402,1872,0
346135786,1866,0
346135995,1886,0
346136205,1962,0
346136421,1822,0
346136633,1949,0
346136841,1851,0
346137051,1809,0
346137259,1964,0
346137477,1865,0
346137692,1811,0
346137902,1929,0
346138110,1861,0
346138328,1819,0
346138537,1964,0
346138751,1867,0
346138959,1871,0
346149352,1847,0
346149561,1945,0
346149771,1872,0
346149980,1802,0
346150190,1945,0
346150406,1850,0
346150616,1828,0
346150825,1873,0
346151035,1846,0
346151243,1939,0
346151461,1979,0
346151674,1873,0
346151885,1844,0
346152093,1943,0
346152303,1873,0
346162694,1841,0
346162904,1790,0
346163112,1889,0
346163330,1853,0
346163538,1926,0
346163751,1855,0
346163959,1922,0
346164169,1967,0
346164386,1810,0
346164596,1868,0
346164808,1889,0
346165018,1962,0
346165226,1827,0
346165444,1831,0
346165658,1941,0
346165868,1922,0
346176252,1819,0
346176470,1886,0
346176680,1819,0
346176891,1901,0
346177099,1866,0
346177309,1837,0
346177525,1956,0
346177740,1858,0
346177948,1872,0
346178158,1840,0
346178374,1936,0
346178584,1821,0
346178796,1964,0
346179006,1868,0
346179214,1894,0
346189605,1835,0
346189814,1872,0
346190024,1843,0
346190232,1943,0
346190451,1872,0
346190664,1871,0
346190874,1834,0
346191082,1957,0
346191292,1966,0
346191507,1822,0
346191723,1830,0
346191932,1957,0
346192142,1872,0
346192358,1794,0
346192568,1950,0
346192776,1843,0
346203163,1887,0
346203380,1869,0
346203590,1791,0
346203799,1879,0
346204010,1850,0
346204218,1935,0
346204436,1877,0
346204647,1952,0
346204857,1874,0
346205066,1791,0
346205276,1946,0
346205492,1849,0
346205707,1872,0
346205915,1833,0
346206125,1954,0
346216513,1891,0
346216729,1902,0
346216937,1869,0
346217147,1830,0
346217364,1965,0
346217574,1855,0
346217783,1922,0
346217993,1965,0
346218202,1815,0
346218420,1925,0
346218629,1834,0
346218840,1835,0
346219048,1872,0
346219258,1831,0
346219475,1953,0
346219690,1919,0
346230071,1935,0
346230281,1917,0
346230497,1809,0
346230712,1840,0
346230921,1953,0
346231131,1876,0
346231348,1821,0
346231558,1952,0
346231768,1805,0
346231978,1929,0
346232186,1856,0
346232405,1791,0
346232613,1885,0
346232823,1851,0
346233032,1937,0
346243424,1931,0
346243637,1951,0
346243847,1872,0
346244056,1791,0
346244266,1930,0
346244482,1857,0
346244696,1887,0
346244905,1808,0
346245115,1935,0
346245331,1850,0
346245542,1807,0
346245752,1855,0
346245962,1809,0
346246170,1967,0
346246389,1856,0
346246597,1957,0
346256982,1958,0
346257191,1841,0
346257409,1790,0
346257617,1872,0
346257827,1840,0
346258036,1953,0
346258246,1873,0
346258462,1793,0
346258677,1840,0
346258885,1952,0
346259095,1875,0
346259304,1847,0
346259522,1958,0
346259733,1835,0
346259943,1954,0
346270339,1949,0
346270549,1881,0
346270763,1861,0
346270973,1821,0
346271181,1962,0
346271400,1863,0
346271608,1911,0
346271818,1965,0
346272027,1824,0
346272237,1868,0
346272453,1870,0
346272666,1905,0
346272874,1869,0
346273084,1832,0
346273292,1959,0
346273511,1872,0
346283960,1956,0
346284170,1872,0
346284387,1831,0
346284597,1852,0
346284809,1931,0
346285019,1967,0
346285227,1813,0
346285445,1909,0
346285658,1935,0
346285868,1943,0
346286077,1817,0
346286287,1887,0
346286503,1871,0
346286715,1922,0
346286924,1866,0
346287134,1823,0
346297568,1859,0
346297778,1819,0
346297986,1963,0
346298196,1869,0
346298413,1921,0
346298623,1879,0
346298832,1793,0
346299042,1937,0
346299251,1855,0
346299469,1813,0
346299680,1834,0
346299890,1851,0
346300099,1872,0
346300309,1840,0
346300525,1951,0
