t,v
1520106871,1775
1520107083,1811
1520117467,1733
1520117685,1698
1520117893,1815
1520118105,1726
1520118313,1744
1520118523,1810
1520118738,1715
1520118953,1733
1520119162,1677
1520119372,1806
1520119580,1713
1520119798,1675
1520120009,1705
1520120219,1659
1520120428,1744
1520130820,1759
1520131033,1794
1520131243,1813
1520131452,1678
1520131670,1778
1520131878,1740
1520132092,1810
1520132300,1694
1520132511,1702
1520132727,1733
1520132942,1813
1520133151,1680
1520133361,1749
1520133569,1732
1520133787,1705
1520134001,1699
1520144449,1726
1520144665,1776
1520144875,1683
1520145089,1737
1520145299,1712
1520145507,1787
1520145725,1814
1520145940,1706
1520146150,1671
1520146359,1814
1520146569,1713
1520146785,1771
1520146997,1726
1520147206,1749
1520147416,1811
1520147632,1685
1520158056,1744
1520158265,1675
1520158475,1770
1520158691,1719
1520158901,1670
1520159110,1812
1520159320,1725
1520159528,1760
1520159746,1809
1520159960,1813
1520160170,1724
1520160378,1761
1520160588,1793
1520160803,1713
1520161020,1710
1520171443,1707
1520171661,1682
1520171870,1727
1520172081,1689
1520172289,1810
1520172499,1735
1520172715,1667
1520172926,1808
1520173134,1710
1520173344,1663
1520173552,1813
1520173770,1730
1520173984,1681
1520174195,1750
1520174403,1729
1520174621,1683
1520185034,1730
1520185244,1692
1520185452,1806
1520185670,1735
1520185879,1822
1520186093,1715
1520186301,1776
1520186511,1812
1520186728,1675
1520186942,1713
1520187151,1779
1520187361,1811
1520187569,1691
1520187787,1689
1520188001,1809
1520198441,1671
1520198657,1813
1520198867,1726
1520199075,1755
1520199286,1810
1520199494,1693
1520199712,1665
1520199920,1735
1520200131,1712
1520200339,1791
1520200549,1812
1520200765,1679
1520200978,1739
1520201186,1655
1520201397,1791
1520201605,1723
1520212016,1714
1520212224,1785
1520212434,1813
1520212651,1679
1520212861,1759
1520213069,1725
1520213279,1683
1520213488,1812
1520213705,1735
1520213914,1744
1520214125,1810
1520214333,1693
1520214543,1699
1520214759,1734
1520214976,1731
1520225435,1768
1520225654,1813
1520225862,1681
1520226072,1749
1520226280,1730
1520226490,1695
1520226706,1802
1520226917,1734
1520227125,1680
1520227336,1797
1520227544,1714
1520227762,1679
1520227976,1795
1520228187,1813
1520228395,1675
1520228605,1755
1520238993,1687
1520239204,1718
1520239412,1731
1520239630,1694
1520239838,1808
1520240054,1783
1520240262,1722
1520240473,1680
1520240689,1811
1520240899,1726
1520241108,1747
1520241318,1812
1520241526,1701
1520241744,1690
1520241957,1731
1520252347,1740
1520252555,1654
1520252773,1792
1520252988,1738
1520253198,1712
1520253406,1786
1520253624,1810
1520253833,1680
1520254047,1730
1520254255,1703
1520254465,1808
1520254681,1697
1520254892,1744
1520255103,1671
1520255314,1776
1520255522,1723
1520265975,1711
1520266184,1732
1520266394,1703
1520266602,1806
1520266820,1744
1520267033,1729
1520267244,1693
1520267452,1808
1520267670,1734
1520267878,1814
1520268092,1725
1520268300,1763
1520268510,1814
1520268727,1680
1520268942,1702
1520269151,1801
1520279583,1674
1520279799,1813
1520280011,1678
1520280220,1812
1520280430,1730
1520280646,1762
1520280856,1809
1520281065,1683
1520281275,1722
1520281483,1732
1520281702,1695
1520281910,1811
1520282121,1733
1520282329,1695
1520282539,1805
1520292969,1808
1520293180,1735
1520293388,1677
1520293598,1791
1520293814,1722
1520294028,1810
1520294236,1694
1520294446,1695
1520294663,1733
1520294873,1655
1520295083,1750
1520295293,1715
1520295501,1783
1520295720,1815
1520295933,1729
1520296143,1701
1520306561,1737
1520306779,1810
1520306993,1733
1520307203,1698
1520307411,1806
1520307630,1734
1520307838,1658
1520308054,1655
1520308262,1760
1520308473,1717
1520308689,1775
1520308899,1825
1520309108,1680
1520309318,1753
1520309526,1729
1520319968,1738
1520320176,1663
1520320386,1796
1520320594,1701
1520320813,1655
1520321026,1715
1520321236,1808
1520321444,1698
1520321663,1727
1520321871,1705
1520322083,1654
1520322291,1774
1520322502,1719
1520322717,1751
1520322929,1735
1520323137,1655
1520333542,1808
1520333758,1709
1520333973,1732
1520334182,1686
1520334392,1805
1520334600,1706
1520334818,1657
1520335029,1709
1520335239,1666
1520335447,1759
1520335666,1707
1520335874,1706
1520336089,1659
1520336297,1808
1520336507,1719
1520346962,1712
1520347172,1675
1520347380,1811
1520347590,1722
1520347807,1743
1520348022,1657
1520348230,1736
1520348441,1712
1520348656,1770
1520348867,1812
1520349075,1681
1520349285,1747
1520349493,1733
1520349712,1693
1520349920,1810
1520350130,1733
1520360520,1813
1520360738,1725
1520360951,1706
1520361162,1655
1520361370,1761
1520361580,1712
1520361796,1785
1520362011,1682
1520362220,1733
1520362430,1707
1520362647,1808
1520362857,1735
1520363066,1702
1520363276,1808
1520363484,1711
1520373873,1799
1520374083,1712
1520374293,1675
1520374501,1814
1520374720,1723
1520374933,1701
1520375143,1667
1520375352,1734
1520375562,1712
1520375778,1785
1520375992,1670
1520376201,1813
1520376411,1722
1520376627,1785
1520376838,1813
1520377048,1747
1520387431,1712
1520387648,1807
1520387858,1738
1520388067,1657
1520388277,1793
1520388485,1718
1520388703,1679
1520388911,1813
1520389122,1720
1520389330,1751
1520389540,1809
1520389756,1697
1520389973,1698
1520390181,1805
1520390391,1741
1520400781,1813
1520400995,1674
1520401203,1737
1520401413,1712
1520401630,1803
1520401840,1761
1520402054,1712
1520402264,1674
1520402472,1811
1520402691,1728
1520402899,1776
1520403110,1814
1520403318,1685
1520403528,1733
1520403745,1728
1520403959,1814
1520414339,1675
1520414549,1775
1520414765,1728
1520414978,1791
1520415187,1715
1520415397,1665
1520415605,1813
1520415823,1728
1520416036,1714
1520416246,1675
1520416455,1813
1520416672,1731
1520416880,1781
1520417092,1815
1520417300,1682
1520427692,1735
1520427900,1713
1520428111,1808
1520428319,1707
1520428529,1677
1520428746,1739
1520428962,1738
1520429170,1669
1520429380,1790
1520429589,1718
1520429807,1680
1520430020,1679
1520430230,1805
1520430439,1712
1520430657,1671
1520430865,1831
1520441250,1782
1520441459,1723
1520441677,1679
1520441885,1728
1520442097,1695
1520442305,1808
1520442515,1741
1520442732,1667
1520442945,1729
1520443153,1731
1520443363,1808
1520443572,1695
1520443790,1683
1520444004,1779
1520444214,1814
1520454600,1695
1520454818,1671
1520455028,1702
1520455239,1671
1520455447,1739
1520455665,1707
1520455874,1679
1520456089,1744
1520456297,1730
1520456507,1699
1520456723,1807
1520456940,1808
1520457148,1701
1520457358,1654
1520457567,1732
1520457785,1708
1520468228,1813
1520468438,1731
1520468654,1663
1520468864,1799
1520469073,1717
1520469283,1674
1520469491,1811
1520469710,1712
1520469918,1799
1520470129,1754
1520470337,1653
1520470547,1785
1520470763,1726
1520470978,1739
1520471187,1657
1520471397,1794
1520481836,1807
1520482048,1708
1520482256,1793
1520482466,1776
1520482683,1665
1520482893,1727
1520483105,1730
1520483315,1808
1520483523,1706
1520483741,1655
1520483954,1677
1520484164,1803
1520484372,1711
1520484583,1680
1520484799,1813
1520495226,1733
1520495435,1687
1520495653,1808
1520495861,1703
1520496071,1655
1520496280,1749
1520496490,1717
1520496706,1776
1520496916,1812
1520497125,1679
1520497335,1755
1520497543,1730
1520497761,1700
1520497973,1695
1520498184,1680
1520498392,1740
1520508817,1811
1520509028,1771
1520509238,1812
1520509447,1689
1520509665,1749
1520509873,1807
1520510089,1742
1520510297,1663
1520510507,1789
1520510723,1721
1520510940,1714
1520511148,1783
1520511358,1814
1520511566,1679
1520511785,1748
1520522221,1699
1520522431,1668
1520522647,1733
1520522858,1707
1520523066,1808
1520523276,1734
1520523484,1655
1520523703,1806
1520523911,1689
1520524122,1700
1520524330,1734
1520524541,1709
1520524757,1785
1520524973,1794
1520525181,1719
1520525391,1680
1520535795,1734
1520536011,1813
1520536219,1679
1520536430,1767
1520536646,1719
1520536856,1680
1520537065,1814
1520537275,1726
1520537483,1739
1520537702,1813
1520537910,1678
1520538121,1776
1520538329,1721
1520538539,1681
1520538755,1808
1520549219,1673
1520549427,1814
1520549645,1722
1520549853,1761
1520550065,1743
1520550273,1664
1520550483,1790
1520550700,1712
1520550910,1670
1520551118,1812
1520551328,1725
1520551536,1761
1520551755,1811
1520551968,1760
1520552178,1719
1520552386,1771
1520562777,1728
1520562990,1717
1520563200,1680
1520563408,1812
1520563626,1734
1520563834,1661
1520564046,1736
1520564255,1671
1520564465,1799
1520564681,1699
1520564892,1777
1520565104,1675
1520565314,1779
1520565522,1725
1520565738,1730
1520576126,1790
1520576336,1814
1520576544,1679
1520576762,1741
1520576976,1810
1520577187,1732
1520577395,1686
1520577605,1803
1520577821,1713
1520578036,1783
1520578244,1674
1520578454,1785
1520578670,1724
1520578881,1808
1520579092,1700
1520579302,1659
1520589684,1680
1520589894,1799
1520590104,1714
1520590314,1675
1520590522,1813
1520590738,1811
1520590951,1758
1520591161,1716
1520591370,1776
1520591580,1812
1520591796,1683
1520592011,1712
1520592219,1783
1520592430,1813
1520592645,1689
1520603038,1733
1520603246,1679
1520603456,1799
1520603672,1712
1520603882,1731
1520604092,1730
1520604302,1696
1520604510,1808
1520604729,1733
1520604943,1697
1520605153,1667
1520605362,1740
1520605572,1712
1520605788,1783
1520606003,1680
1520606211,1737
1520616596,1803
1520616813,1712
1520617028,1732
1520617236,1695
1520617446,1805
1520617663,1697
1520617873,1789
1520618083,1716
1520618293,1678
1520618501,1813
1520618720,1723
1520618933,1701
1520619143,1665
1520619351,1739
1520619562,1715
1520619778,1776
1520630203,1722
1520630412,1733
1520630630,1693
1520630839,1808
1520631054,1776
1520631262,1723
1520631472,1683
1520631689,1809
1520631899,1733
1520632107,1683
1520632317,1803
1520632525,1712
1520632743,1679
1520632958,1782
1520633168,1813
1520643574,1808
1520643792,1735
1520644007,1692
1520644217,1691
1520644425,1733
1520644644,1694
1520644852,1806
1520645064,1713
1520645272,1783
1520645482,1814
1520645699,1671
1520645909,1795
1520646118,1715
1520646328,1675
1520646536,1811
1520646754,1730
1520657181,1787
1520657391,1813
1520657599,1677
1520657818,1763
1520658028,1680
1520658239,1749
1520658447,1729
1520658665,1681
1520658874,1657
1520659089,1794
1520659297,1719
1520659507,1678
1520659723,1813
1520659940,1811
1520660148,1679
1520670572,1737
1520670788,1669
1520671003,1702
1520671211,1802
1520671421,1745
1520671637,1680
1520671847,1754
1520672059,1741
1520672270,1809
1520672478,1696
1520672696,1719
1520672905,1729
1520673115,1696
1520673323,1808
1520673533,1735
1520673749,1665
1520684163,1808
1520684371,1701
1520684581,1695
1520684798,1738
1520685011,1776
1520685220,1728
1520685430,1685
1520685646,1811
1520685856,1728
1520686065,1747
1520686275,1810
1520686483,1694
1520686702,1721
1520686910,1726
1520687121,1687
1520697566,1715
1520697784,1679
1520697995,1712
1520698205,1675
1520698413,1815
1520698632,1713
1520698840,1785
1520699054,1680
1520699262,1810
1520699472,1731
1520699688,1695
1520699898,1809
1520700107,1699
1520700317,1663
1520700525,1744
1520700743,1723
1520711141,1739
1520711351,1713
1520711559,1781
1520711777,1811
1520711990,1745
1520712200,1715
1520712408,1782
1520712627,1822
1520712835,1680
1520713047,1811
1520713256,1680
1520713466,1734
1520713682,1732
1520713892,1787
1520714104,1715
1520724564,1670
1520724780,1734
1520724995,1807
1520725203,1711
1520725413,1668
1520725630,1742
1520725840,1716
1520726054,1677
1520726264,1776
1520726472,1726
1520726691,1682
1520726899,1812
1520727110,1723
1520727318,1762
1520727528,1811
1520727745,1684
1520738193,1733
1520738401,1666
1520738619,1796
1520738827,1714
1520739044,1715
1520739252,1782
1520739462,1813
1520739678,1680
1520739889,1683
1520740103,1809
1520740313,1735
1520740521,1679
1520740738,1745
1520740951,1788
1520741161,1811
1520741370,1677
1520751800,1774
1520752011,1805
1520752221,1738
1520752430,1654
1520752648,1804
1520752857,1706
1520753067,1669
1520753275,1737
1520753486,1710
1520753702,1792
1520753912,1732
1520754121,1654
1520754331,1791
1520754539,1721
1520754757,1683
1520765187,1698
1520765397,1671
1520765605,1739
1520765824,1713
1520766036,1714
1520766246,1677
1520766454,1813
1520766672,1729
1520766881,1803
1520767092,1745
1520767300,1677
1520767510,1773
1520767727,1723
1520767942,1735
1520768151,1681
1520768361,1805
1520778778,1733
1520778992,1810
1520779201,1702
1520779411,1653
1520779627,1743
1520779837,1716
1520780047,1812
1520780257,1731
1520780465,1697
1520780684,1812
1520780892,1755
1520781105,1813
1520781313,1692
1520781523,1711
1520781738,1815
1520792185,1675
1520792393,1813
1520792604,1727
1520792819,1742
1520793036,1719
1520793244,1734
1520793454,1703
1520793670,1802
1520793880,1680
1520794092,1813
1520794302,1730
1520794510,1719
1520794729,1811
1520794943,1731
1520795153,1697
1520795361,1808
1520805760,1713
1520805973,1685
1520806184,1706
1520806392,1731
1520806602,1702
1520806818,1802
1520807031,1708
1520807239,1793
1520807449,1819
1520807666,1672
1520807876,1687
1520808089,1809
1520808299,1733
1520808508,1668
1520808726,1803
1520819179,1745
1520819389,1810
1520819598,1693
1520819816,1707
1520820026,1693
1520820237,1676
1520820445,1735
1520820663,1701
1520820871,1813
1520821083,1727
1520821291,1744
1520821501,1810
1520821718,1689
1520821929,1799
1520822138,1712
1520822348,1677
1520832737,1693
1520832953,1714
1520833161,1771
1520833371,1813
1520833579,1680
1520833798,1746
1520834009,1670
1520834220,1799
1520834428,1710
1520834647,1659
1520834855,1778
1520835065,1712
1520835273,1746
1520835483,1812
1520835700,1675
1520846091,1813
1520846299,1680
1520846509,1754
1520846725,1732
1520846939,1809
1520847148,1702
1520847358,1666
1520847566,1766
1520847784,1717
1520847995,1755
1520848205,1717
1520848413,1782
1520848631,1795
1520848840,1679
1520849054,1723
1520849262,1749
1520859650,1803
1520859859,1712
1520860069,1659
1520860277,1760
1520860487,1721
1520860703,1773
1520860914,1776
1520861123,1678
1520861333,1771
1520861541,1728
1520861759,1693
1520861973,1744
1520862184,1808
1520862392,1698
1520862602,1681
1520872998,1719
1520873208,1679
1520873417,1812
1520873635,1722
1520873843,1765
1520874059,1679
1520874267,1735
1520874477,1712
1520874693,1786
1520874903,1776
1520875112,1677
1520875322,1766
1520875530,1728
1520875749,1686
1520875960,1712
1520876170,1671
1520886556,1754
1520886775,1714
1520886988,1701
1520887198,1654
1520887406,1787
1520887624,1719
1520887833,1772
1520888047,1690
1520888255,1808
1520888465,1733
1520888681,1707
1520888891,1710
1520889103,1788
1520889313,1812
1520889521,1680
1520899910,1729
1520900118,1732
1520900329,1702
1520900537,1805
1520900755,1759
1520900968,1732
1520901178,1702
1520901386,1802
1520901596,1732
1520901813,1665
1520902028,1693
1520902236,1808
1520902446,1735
1520902663,1678
1520902873,1761
1520903083,1675
1520913468,1722
1520913684,1789
1520913895,1733
1520914104,1664
1520914314,1799
1520914522,1712
1520914740,1679
1520914954,1712
1520915164,1806
1520915372,1709
1520915582,1666
1520915798,1776
1520916011,1680
1520916220,1738
1520916430,1712
1520926817,1808
1520927030,1694
1520927238,1810
1520927448,1733
1520927665,1678
1520927875,1655
1520928089,1813
1520928299,1723
1520928507,1754
1520928725,1811
1520928938,1810
1520929148,1728
1520929356,1712
1520929566,1805
1520929782,1705
1520929995,1808
1520940375,1658
1520940586,1792
1520940802,1715
1520941014,1776
1520941222,1725
1520941432,1683
1520941649,1811
1520941859,1730
1520942067,1723
1520942278,1807
1520942486,1707
1520942704,1653
1520942912,1733
1520943123,1709
1520943331,1793
1520953729,1734
1520953943,1698
1520954153,1671
1520954361,1737
1520954572,1708
1520954788,1795
1520955003,1711
1520955211,1705
1520955421,1707
1520955637,1794
1520955848,1808
1520956060,1813
1520956270,1725
1520956478,1757
1520956697,1814
1520956905,1675
1520967287,1807
1520967495,1705
1520967714,1696
1520967922,1729
1520968133,1697
1520968341,1806
1520968551,1735
1520968767,1681
1520968980,1743
1520969188,1671
1520969398,1776
1520969613,1729
1520969824,1698
1520970036,1696
1520970246,1695
1520980637,1676
1520980847,1801
1520981059,1791
1520981269,1813
1520981477,1680
1520981695,1746
1520981904,1726
1520982114,1683
1520982322,1809
1520982533,1733
1520982749,1706
1520982962,1731
1520983170,1693
1520983380,1807
1520983588,1702
1520983806,1667
1520994194,1728
1520994404,1691
1520994621,1809
1520994831,1732
1520995044,1723
1520995254,1680
1520995463,1813
1520995681,1731
1520995889,1735
1520996103,1709
1520996311,1791
1520996521,1812
1520996737,1680
1520996954,1670
1520997162,1812
1521007547,1791
1521007763,1725
1521007978,1746
1521008186,1669
1521008397,1788
1521008605,1725
1521008823,1682
1521009036,1661
1521009247,1798
1521009455,1712
1521009673,1681
1521009881,1738
1521010092,1712
1521010300,1788
1521010511,1813
1521010727,1671
1521021176,1691
1521021384,1808
1521021595,1733
1521021811,1655
1521022025,1699
1521022234,1802
1521022444,1743
1521022660,1675
1521022871,1812
1521023080,1691
1521023290,1680
1521023498,1735
1521023716,1706
1521023925,1811
1521024136,1728
1521024344,1741
1521034784,1719
1521034994,1791
1521035204,1717
1521035413,1762
1521035631,1813
1521035839,1682
1521036054,1725
1521036262,1741
1521036472,1808
1521036688,1702
1521036898,1711
1521037107,1732
1521037317,1710
1521037525,1791
1521037743,1813
1521048170,1668
1521048380,1798
1521048589,1712
1521048807,1670
1521049020,1696
1521049230,1807
1521049438,1709
1521049656,1671
1521049865,1813
1521050075,1723
1521050283,1762
1521050493,1813
1521050710,1685
1521050920,1755
1521051128,1731
1521051338,1694
1521061761,1686
1521061976,1726
1521062184,1731
1521062394,1808
1521062602,1697
1521062821,1674
1521063033,1715
1521063244,1808
1521063452,1707
1521063670,1679
1521063878,1677
1521064092,1755
1521064300,1732
1521064510,1696
1521064727,1810
1521075168,1791
1521075377,1712
1521075587,1660
1521075803,1751
1521076020,1731
1521076228,1655
1521076438,1791
1521076654,1726
1521076864,1691
1521077072,1808
1521077282,1733
1521077491,1654
1521077709,1790
1521077917,1703
1521078128,1654
1521078336,1776
1521088743,1667
1521088958,1808
1521089168,1733
1521089376,1654
1521089586,1783
1521089802,1721
1521090015,1775
1521090223,1725
1521090433,1683
1521090649,1812
1521090860,1728
1521091068,1745
1521091278,1808
1521091486,1703
1521091704,1654
1521102163,1742
1521102373,1712
1521102581,1783
1521102799,1811
1521103010,1776
1521103220,1811
1521103428,1681
1521103646,1767
1521103855,1728
1521104065,1687
1521104273,1809
1521104483,1733
1521104700,1699
1521104910,1809
1521105119,1695
1521105329,1679
1521115721,1761
1521115935,1687
1521116143,1808
1521116353,1734
1521116561,1663
1521116779,1795
1521116993,1810
1521117203,1731
1521117411,1683
1521117629,1807
1521117838,1710
1521118050,1793
1521118258,1721
1521118468,1680
1521118685,1814
1521129074,1710
1521129282,1795
1521129492,1795
1521129709,1654
1521129919,1808
1521130128,1707
1521130338,1655
1521130547,1785
1521130764,1722
1521130976,1730
1521131186,1697
1521131395,1807
1521131605,1761
1521131821,1673
1521132036,1703
1521132244,1802
1521142640,1791
1521142848,1677
1521143063,1709
1521143271,1797
1521143482,1783
1521143698,1668
1521143909,1798
1521144117,1712
1521144327,1675
1521144536,1813
1521144753,1731
1521144968,1679
1521145178,1750
1521145386,1730
1521145597,1685
1521145813,1811
1521156240,1812
1521156448,1689
1521156667,1735
1521156875,1712
1521157089,1808
1521157297,1711
1521157507,1671
1521157723,1814
1521157940,1813
1521158148,1680
1521158358,1745
1521158566,1739
1521158784,1711
1521158994,1734
1521159205,1705
1521169618,1722
1521169829,1680
1521170041,1679
1521170251,1764
1521170460,1727
1521170678,1678
1521170887,1728
1521171102,1808
1521171311,1699
1521171521,1663
1521171737,1732
1521171954,1732
1521172162,1706
1521172372,1808
1521172581,1712
1521172799,1671
1521183218,1743
1521183428,1713
1521183644,1776
1521183854,1812
1521184064,1730
1521184274,1808
1521184482,1703
1521184700,1655
1521184909,1737
1521185119,1710
1521185327,1781
1521185537,1812
1521185753,1686
1521185970,1682
1521186178,1810
1521196616,1697
1521196824,1807
1521197038,1654
1521197246,1811
1521197457,1724
1521197673,1755
1521197883,1737
1521198092,1654
1521198302,1787
1521198511,1725
1521198729,1677
1521198943,1770
1521199153,1813
1521199362,1684
1521199572,1728
1521199788,1732
1521210199,1729
1521210408,1703
1521210626,1808
1521210834,1703
1521211047,1807
1521211255,1703
1521211465,1659
1521211682,1733
1521211892,1785
1521212103,1723
1521212313,1685
1521212522,1808
1521212738,1810
1521212951,1776
1521213162,1718
1521223602,1655
1521223821,1792
1521224033,1805
1521224244,1734
1521224452,1655
1521224670,1782
1521224878,1733
1521225092,1787
1521225300,1701
1521225510,1654
1521225727,1731
1521225942,1756
1521226151,1671
1521226361,1776
1521226569,1715
1521226788,1677
1521237177,1712
1521237387,1677
1521237595,1811
1521237813,1731
1521238026,1730
1521238236,1693
1521238444,1808
1521238663,1733
1521238871,1801
1521239083,1744
1521239291,1669
1521239501,1779
1521239717,1719
1521239929,1680
1521240137,1735
1521250601,1776
1521250817,1728
1521251029,1770
1521251237,1728
1521251448,1691
1521251664,1809
1521251874,1810
1521252089,1690
1521252299,1712
1521252507,1733
1521252725,1706
1521252940,1705
1521253150,1808
1521253359,1710
1521253569,1662
1521253785,1753
1521264229,1725
1521264437,1760
1521264656,1811
1521264864,1691
1521265074,1698
1521265282,1731
1521265493,1701
1521265709,1808
1521265919,1728
1521266128,1711
1521266338,1808
1521266546,1703
1521266764,1669
1521266976,1679
1521267187,1771
1521267395,1729
1521277837,1735
1521278047,1791
1521278257,1786
1521278465,1674
1521278684,1780
1521278892,1663
1521279105,1790
1521279313,1716
1521279523,1679
1521279738,1801
1521279953,1735
1521280161,1732
1521280372,1701
1521280580,1803
1521280798,1758
1521291223,1697
1521291433,1677
1521291650,1734
1521291860,1706
1521292068,1807
1521292279,1737
1521292487,1662
1521292705,1790
1521292914,1698
1521293125,1666
1521293333,1744
1521293543,1715
1521293759,1765
1521293976,1783
1521294184,1721
1521294394,1680
1521304814,1731
1521305028,1778
1521305236,1726
1521305446,1687
1521305662,1808
1521305872,1715
1521306082,1776
1521306292,1813
1521306500,1682
1521306719,1764
1521306933,1811
1521307143,1728
1521307351,1735
1521307562,1808
1521307777,1706
1521318222,1669
1521318430,1831
1521318648,1712
1521318857,1779
1521319067,1813
1521319275,1676
1521319485,1761
1521319702,1729
1521319912,1680
1521320120,1810
1521320331,1731
1521320539,1694
1521320757,1799
1521320970,1814
1521321181,1722
1521321389,1767
1521331796,1721
1521332009,1712
1521332219,1671
1521332427,1813
1521332646,1716
1521332854,1774
1521333065,1761
1521333273,1679
1521333483,1783
1521333700,1713
1521333910,1654
1521334119,1776
1521334329,1719
1521334537,1776
1521334755,1813
1521345216,1760
1521345426,1811
1521345642,1681
1521345852,1733
1521346064,1654
1521346274,1790
1521346482,1717
1521346700,1680
1521346909,1813
1521347119,1726
1521347327,1735
1521347537,1808
1521347753,1707
1521347970,1700
1521348178,1805
1521348388,1750
1521358774,1699
1521358989,1725
1521359197,1758
1521359408,1813
1521359624,1693
1521359834,1712
1521360044,1701
1521360254,1674
1521360462,1738
1521360681,1711
1521360889,1723
1521361103,1683
1521361311,1810
1521361521,1730
1521361738,1743
1521372127,1787
1521372335,1675
1521372546,1772
1521372762,1728
1521372976,1810
1521373184,1687
1521373394,1712
1521373603,1734
1521373821,1707
1521374033,1696
1521374244,1679
1521374452,1734
1521374670,1712
1521374878,1727
1521375092,1666
1521375300,1810
1521385685,1761
1521385894,1705
1521386105,1662
1521386313,1745
1521386524,1712
1521386738,1663
1521386953,1691
1521387162,1808
1521387372,1734
1521387580,1658
1521387798,1788
1521388009,1729
1521388220,1809
1521388428,1700
1521388646,1695
1521399035,1712
1521399245,1675
1521399453,1813
1521399671,1728
1521399879,1733
1521400093,1701
1521400301,1803
1521400512,1741
1521400728,1657
1521400942,1710
1521401151,1787
1521401361,1813
1521401569,1680
1521401787,1744
1521402001,1803
1521402211,1739
1521412593,1813
1521412811,1722
1521413026,1675
1521413236,1776
1521413444,1726
1521413662,1680
1521413871,1730
1521414083,1695
1521414291,1808
1521414501,1734
1521414717,1665
1521414929,1814
1521415137,1685
1521415347,1719
1521415555,1735
1521425949,1811
1521426157,1690
1521426367,1710
1521426575,1733
1521426794,1705
1521427006,1692
1521427217,1703
1521427425,1733
1521427643,1705
1521427851,1799
1521428064,1699
1521428272,1806
1521428483,1739
1521428699,1671
1521428909,1808
1521429118,1703
1521439504,1714
1521439720,1754
1521439935,1669
1521440143,1812
1521440353,1726
1521440562,1731
1521440780,1809
1521440993,1811
1521441203,1721
1521441411,1763
1521441630,1814
1521441838,1680
1521442054,1687
1521442262,1808
1521442472,1731
1521442689,1654
1521453112,1729
1521453320,1719
1521453530,1808
1521453747,1698
1521453962,1726
1521454170,1743
1521454380,1808
1521454588,1694
1521454807,1675
1521455020,1789
1521455230,1811
1521455439,1682
1521455656,1719
1521455865,1731
1521456075,1695
1521466482,1687
1521466701,1747
1521466909,1727
1521467119,1689
1521467327,1811
1521467538,1732
1521467754,1655
1521467970,1701
1521468179,1731
1521468389,1701
1521468597,1806
1521468815,1736
1521469026,1808
1521469236,1735
1521469445,1655
1521469663,1806
1521480090,1702
1521480300,1661
1521480508,1742
1521480726,1712
1521480940,1682
1521481150,1744
1521481359,1729
1521481569,1683
1521481785,1811
1521481998,1687
1521482206,1810
1521482416,1731
1521482632,1665
1521482843,1801
1521483055,1801
1521493480,1737
1521493697,1730
1521493907,1681
1521494116,1811
1521494326,1733
1521494534,1708
1521494752,1801
1521494962,1655
1521495173,1792
1521495381,1721
1521495591,1683
1521495807,1808
1521496022,1793
1521496230,1715
1521496441,1679
1521496656,1813
1521507071,1684
1521507280,1808
1521507490,1733
1521507706,1665
1521507916,1809
1521508125,1701
1521508335,1655
1521508543,1743
1521508761,1715
1521508974,1713
1521509184,1674
1521509392,1811
1521509602,1725
1521509818,1739
1521510031,1729
1521520474,1805
1521520693,1733
1521520901,1731
1521521112,1809
1521521320,1695
1521521531,1682
1521521747,1735
1521521962,1811
1521522170,1693
1521522380,1709
1521522588,1735
1521522806,1710
1521523020,1679
1521523230,1767
1521523439,1728
1521523657,1686
1521534049,1655
1521534259,1791
1521534467,1718
1521534686,1669
1521534894,1731
1521535105,1695
1521535314,1807
1521535524,1739
1521535738,1709
1521535953,1728
1521536162,1714
1521536372,1808
1521536580,1706
1521536798,1655
1521537009,1689
1521547473,1813
1521547689,1681
1521547899,1776
1521548108,1726
1521548318,1683
1521548526,1810
1521548745,1730
1521548957,1727
1521549167,1687
1521549375,1808
1521549586,1733
1521549802,1666
1521550014,1735
1521550222,1679
1521550432,1781
1521550649,1718
1521561031,1745
1521561239,1728
1521561449,1691
1521561666,1808
1521561876,1786
1521562089,1723
1521562299,1685
1521562507,1812
1521562726,1733
1521562940,1688
1521563150,1717
1521563359,1731
1521563569,1697
1521563785,1807
1521563998,1706
1521574380,1712
1521574590,1671
1521574807,1776
1521575022,1808
1521575230,1695
1521575441,1674
1521575657,1733
1521575867,1697
1521576076,1807
1521576286,1741
1521576494,1663
1521576713,1798
1521576921,1701
1521577132,1659
1521577340,1743
1521577550,1713
1521587943,1655
1521588153,1793
1521588361,1717
1521588572,1671
1521588788,1814
1521589003,1799
1521589211,1712
1521589421,1673
1521589637,1813
1521589848,1725
1521590060,1728
1521590270,1696
1521590478,1808
1521590696,1730
1521590905,1713
1521601292,1655
1521601500,1739
1521601718,1701
1521601928,1744
1521602139,1715
1521602347,1768
1521602557,1810
1521602773,1688
1521602990,1683
1521603198,1809
1521603408,1733
1521603624,1667
1521603834,1801
1521604044,1678
1521604254,1759
1521604462,1727
1521614920,1735
1521615129,1673
1521615339,1798
1521615547,1712
1521615765,1679
1521615976,1705
1521616186,1669
1521616394,1811
1521616605,1724
1521616821,1759
1521617036,1671
1521617244,1812
1521617454,1729
1521617670,1718
1521617880,1710
1521618092,1791
1521628528,1812
1521628744,1679
1521628959,1712
1521629167,1785
1521629377,1813
1521629586,1693
