t,v,m
2606705,1811,0
2606914,1957,0
2607124,1853,0
2607333,1917,0
2607543,1968,0
2607759,1808,0
2618222,1854,0
2618430,1932,0
2618648,1872,0
2618857,1795,0
2619068,1899,0
2619277,1747,0
2619487,1938,0
2619704,1834,0
2619914,1864,0
2620122,1865,0
2620332,1826,0
2620541,1953,0
2620759,1870,0
2620972,1847,0
2621182,1807,0
2621391,1920,0
2631780,1809,0
2631994,1933,0
2632204,1915,0
2632413,1803,0
2632631,1937,0
2632839,1836,0
2633052,1947,0
2633260,1829,0
2633470,1808,0
2633686,1867,0
2633896,1921,0
2634108,1846,0
2634318,1803,0
2634526,1953,0
2634742,1955,0
2645129,1879,0
2645339,1955,0
2645548,1811,0
2645766,1876,0
2645981,1931,0
2646191,1843,0
2646399,1922,0
2646609,1951,0
2646825,1808,0
2647040,1846,0
2647248,1915,0
2647458,1953,0
2647674,1808,0
2647884,1858,0
2648096,1889,0
2648306,1955,0
2658687,1962,0
2658898,1791,0
2659109,1869,0
2659319,1837,0
2659527,1939,0
2659746,1867,0
2659958,1861,0
2660169,1818,0
2660377,1952,0
2660587,1865,0
2660803,1855,0
2661016,1857,0
2661224,1901,0
2661434,1953,0
2661651,1803,0
2672041,1875,0
2672249,1789,0
2672459,1938,0
2672675,1847,0
2672885,1954,0
2673097,1808,0
2673307,1895,0
2673515,1856,0
2673734,1808,0
2673947,1904,0
2674158,1954,0
2674366,1809,0
2674576,1903,0
2674792,1853,0
2675007,1871,0
2675215,1783,0
2685599,1829,0
2685815,1955,0
2686030,1889,0
2686238,1859,0
2686448,1811,0
2686664,1952,0
2686875,1835,0
2687084,1936,0
2687294,1867,0
2687502,1787,0
2687721,1948,0
2687930,1778,0
2688141,1935,0
2688349,1841,0
2688559,1791,0
2698951,1948,0
2699161,1868,0
2699369,1805,0
2699579,1943,0
2699796,1824,0
2700013,1805,0
2700221,1953,0
2700431,1850,0
2700648,1909,0
2700858,1953,0
2701069,1931,0
2701279,1872,0
2701487,1783,0
2701705,1944,0
2701914,1816,0
2702124,1879,0
2712506,1907,0
2712724,1962,0
2712937,1868,0
2713148,1839,0
2713356,1935,0
2713566,1895,0
2713782,1779,0
2713997,1828,0
2714205,1946,0
2714415,1865,0
2714631,1795,0
2714841,1943,0
2715051,1779,0
2715261,1936,0
2715470,1840,0
2725859,1960,0
2726068,1814,0
2726279,1904,0
2726487,1857,0
2726705,1804,0
2726914,1869,0
2727124,1830,0
2727333,1948,0
2727543,1865,0
2727759,1809,0
2727974,1808,0
2728182,1955,0
2728393,1849,0
2728601,1786,0
2728818,1936,0
2729030,1946,0
2739418,1875,0
2739634,1870,0
2739844,1954,0
2740058,1868,0
2740269,1823,0
2740477,1952,0
2740695,1863,0
2740903,1895,0
2741114,1953,0
2741322,1811,0
2741532,1902,0
2741749,1843,0
2741964,1866,0
2742172,1791,0
2742382,1936,0
2752767,1845,0
2752982,1859,0
2753191,1915,0
2753401,1959,0
2753609,1810,0
2753827,1904,0
2754041,1949,0
2754251,1861,0
2754459,1849,0
2754677,1942,0
2754885,1807,0
2755096,1906,0
2755305,1853,0
2755515,1807,0
2755731,1871,0
2755946,1952,0
2766325,1795,0
2766535,1939,0
2766752,1840,0
2766966,1867,0
2767174,1831,0
2767385,1948,0
2767593,1831,0
2767811,1831,0
2768024,1923,0
2768235,1898,0
2768443,1801,0
2768661,1935,0
2768869,1835,0
2769080,1806,0
2769288,1866,0
2779678,1926,0
2779887,1824,0
2780098,1871,0
2780306,1862,0
2780517,1818,0
2780733,1954,0
2780949,1955,0
2781158,1807,0
2781368,1910,0
2781576,1845,0
2781794,1799,0
2782008,1874,0
2782218,1953,0
2782426,1813,0
2782645,1871,0
2782853,1859,0
2793307,1958,0
2793515,1838,0
2793734,1878,0
2793948,1949,0
2794158,1867,0
2794366,1803,0
2794576,1948,0
2794792,1829,0
2795007,1859,0
2795215,1887,0
2795426,1954,0
2795641,1822,0
2795852,1847,0
2796064,1845,0
2796274,1949,0
2796482,1821,0
2806915,1840,0
2807123,1950,0
2807333,1867,0
2807542,1798,0
2807759,1936,0
2807972,1950,0
2808182,1865,0
2808391,1853,0
2808601,1954,0
2808817,1809,0
2809032,1841,0
2809240,1936,0
2809451,1867,0
2809668,1827,0
2809878,1871,0
2820301,1872,0
2820511,1829,0
2820727,1955,0
2820944,1955,0
2821152,1811,0
2821363,1890,0
2821571,1853,0
2821789,1802,0
2822000,1843,0
2822210,1802,0
2822418,1937,0
2822636,1842,0
2822844,1935,0
2823059,1782,0
2823267,1883,0
2823477,1840,0
2833892,1872,0
2834107,1831,0
2834315,1948,0
2834525,1865,0
2834742,1853,0
2834958,1807,0
2835166,1865,0
2835376,1829,0
2835584,1948,0
2835803,1863,0
2836014,1954,0
2836224,1846,0
2836432,1911,0
2836650,1954,0
2836858,1806,0
2847299,1811,0
2847508,1888,0
2847726,1845,0
2847937,1855,0
2848148,1808,0
2848356,1955,0
2848566,1857,0
2848782,1902,0
2848997,1805,0
2849205,1898,0
2849415,1842,0
2849632,1931,0
2849842,1897,0
2850052,1920,0
2850262,1955,0
2850470,1808,0
2860874,1957,0
2861083,1829,0
2861293,1847,0
2861501,1863,0
2861720,1813,0
2861929,1871,0
2862139,1837,0
2862348,1942,0
2862558,1863,0
2862774,1837,0
2862991,1884,0
2863199,1862,0
2863409,1819,0
2863625,1918,0
2863835,1861,0
2874293,1946,0
2874504,1873,0
2874720,1805,0
2874931,1953,0
2875140,1806,0
2875350,1915,0
2875558,1831,0
2875777,1787,0
2875991,1945,0
2876202,1859,0
2876410,1849,0
2876628,1951,0
2876836,1817,0
2877051,1857,0
2877259,1873,0
2877469,1953,0
2887922,1963,0
2888133,1856,0
2888341,1904,0
2888551,1952,0
2888767,1808,0
2888983,1826,0
2889191,1946,0
2889401,1862,0
2889609,1799,0
2889827,1942,0
2890040,1953,0
2890251,1851,0
2890459,1899,0
2890676,1948,0
2890885,1779,0
2891096,1931,0
2901530,1836,0
2901747,1780,0
2901961,1915,0
2902171,1950,0
2902380,1795,0
2902590,1907,0
2902806,1842,0
2903018,1921,0
2903227,1840,0
2903437,1808,0
2903653,1879,0
2903864,1851,0
2904072,1953,0
2904282,1878,0
2904490,1803,0
2914920,1851,0
2915129,1942,0
2915339,1879,0
2915547,1791,0
2915765,1936,0
2915978,1949,0
2916188,1886,0
2916396,1794,0
2916606,1942,0
2916822,1856,0
2917035,1937,0
2917243,1855,0
2917453,1809,0
2917669,1877,0
2917880,1967,0
2918093,1819,0
2928511,1819,0
2928727,1875,0
2928944,1873,0
2929152,1845,0
2929362,1962,0
2929570,1825,0
2929789,1877,0
2930000,1818,0
2930210,1914,0
2930418,1866,0
2930636,1815,0
2930845,1967,0
2931059,1917,0
2931267,1865,0
2931477,1822,0
2941914,1797,0
2942125,1946,0
2942333,1849,0
2942543,1793,0
2942760,1904,0
2942974,1960,0
2943182,1838,0
2943393,1834,0
2943601,1964,0
2943818,1870,0
2944030,1861,0
2944240,1819,0
2944449,1968,0
2944667,1865,0
2944875,1966,0
2945087,1870,0
2955489,1956,0
2955707,1873,0
2955916,1886,0
2956126,1965,0
2956335,1821,0
2956545,1904,0
2956761,1870,0
2956978,1863,0
2957186,1921,0
2957396,1968,0
2957604,1811,0
2957822,1935,0
2958033,1811,0
2958243,1936,0
2958451,1858,0
2968913,1959,0
2969121,1845,0
2969331,1808,0
2969539,1875,0
2969757,1845,0
2969972,1841,0
2970182,1961,0
2970391,1838,0
2970601,1878,0
2970817,1871,0
2971032,1904,0
2971240,1796,0
2971451,1939,0
2971667,1846,0
2971877,1915,0
2972087,1863,0
2982471,1891,0
2982687,1817,0
2982897,1854,0
2983109,1943,0
2983320,1893,0
2983528,1798,0
2983746,1942,0
2983958,1955,0
2984169,1877,0
2984377,1816,0
2984587,1951,0
2984803,1846,0
2985016,1960,0
2985224,1830,0
2985434,1863,0
2995820,1857,0
2996033,1945,0
2996241,1847,0
2996451,1795,0
2996668,1873,0
2996878,1803,0
2997087,1886,0
2997298,1851,0
2997506,1950,0
2997724,1924,0
2997937,1867,0
2998148,1823,0
2998356,1968,0
2998566,1870,0
2998782,1895,0
2998997,1815,0
3009378,1825,0
3009588,1938,0
3009805,1857,0
3010017,1951,0
3010225,1841,0
3010436,1811,0
3010652,1873,0
3010862,1835,0
3011071,1965,0
3011281,1871,0
3011489,1887,0
3011707,1959,0
3011915,1824,0
3012126,1892,0
3012334,1871,0
3022732,1906,0
3022944,1939,0
3023155,1905,0
3023363,1811,0
3023573,1946,0
3023789,1851,0
3024002,1943,0
3024210,1849,0
3024420,1791,0
3024637,1874,0
3024847,1840,0
3025059,1842,0
3025269,1801,0
3025477,1874,0
3025695,1840,0
3025904,1963,0
3036290,1965,0
3036498,1831,0
3036716,1894,0
3036924,1862,0
3037135,1819,0
3037343,1962,0
3037553,1866,0
3037769,1891,0
3037983,1839,0
3038191,1947,0
3038401,1875,0
3038609,1789,0
3038827,1943,0
3039041,1959,0
3039251,1861,0
3049640,1853,0
3049851,1803,0
3050063,1787,0
3050273,1943,0
3050482,1830,0
3050700,1873,0
3050909,1849,0
3051119,1807,0
3051327,1957,0
3051538,1856,0
3051754,1898,0
3051966,1845,0
3052174,1911,0
3052384,1957,0
3052593,1807,0
3052811,1916,0
3063197,1837,0
3063407,1840,0
3063624,1863,0
3063834,1821,0
3064049,1904,0
3064259,1957,0
3064467,1808,0
3064686,1925,0
3064894,1905,0
3065108,1959,0
3065316,1810,0
3065526,1905,0
3065743,1850,0
3065958,1869,0
3066166,1841,0
3076550,1812,0
3076766,1965,0
3076983,1963,0
3077191,1809,0
3077401,1916,0
3077609,1860,0
3077827,1811,0
3078041,1867,0
3078251,1959,0
3078459,1826,0
3078677,1814,0
3078885,1851,0
3079097,1799,0
3079305,1882,0
3079515,1845,0
3079732,1954,0
3090179,1879,0
3090387,1871,0
3090598,1810,0
3090814,1904,0
3091029,1955,0
3091238,1840,0
3091448,1814,0
3091664,1871,0
3091874,1808,0
3092083,1923,0
3092294,1856,0
3092502,1933,0
3092720,1875,0
3092930,1909,0
3093140,1966,0
3093348,1815,0
3103787,1874,0
3103997,1955,0
3104207,1870,0
3104415,1854,0
3104634,1957,0
3104842,1821,0
3105058,1815,0
3105267,1957,0
3105477,1863,0
3105693,1904,0
3105903,1920,0
3106112,1805,0
3106322,1923,0
3106530,1852,0
3106749,1787,0
3117173,1967,0
3117383,1857,0
3117592,1941,0
3117810,1872,0
3118025,1830,0
3118235,1840,0
3118444,1869,0
3118662,1834,0
3118870,1954,0
3119080,1866,0
3119288,1866,0
3119499,1954,0
3119715,1814,0
3119925,1923,0
3120134,1853,0
3120344,1807,0
3130764,1840,0
3130980,1855,0
3131188,1909,0
3131398,1958,0
3131606,1808,0
3131825,1919,0
3132038,1950,0
3132248,1869,0
3132456,1843,0
3132674,1944,0
3132882,1935,0
3133096,1892,0
3133304,1786,0
3133515,1937,0
3133731,1834,0
3144171,1843,0
3144380,1935,0
3144590,1915,0
3144806,1797,0
3145018,1869,0
3145226,1791,0
3145437,1942,0
3145653,1829,0
3145863,1808,0
3146072,1861,0
3146282,1818,0
3146490,1955,0
3146709,1862,0
3146917,1918,0
3147128,1959,0
3147336,1807,0
3157746,1871,0
3157959,1897,0
3158169,1957,0
3158377,1811,0
3158587,1914,0
3158804,1855,0
3159016,1930,0
3159224,1851,0
3159435,1807,0
3159651,1869,0
3159862,1830,0
3160070,1954,0
3160281,1861,0
3160489,1885,0
3160707,1957,0
3171165,1897,0
3171376,1959,0
3171584,1809,0
3171802,1907,0
3172014,1838,0
3172224,1950,0
3172432,1827,0
3172650,1808,0
3172858,1866,0
3173069,1814,0
3173277,1956,0
3173487,1860,0
3173704,1911,0
3173914,1898,0
3174123,1801,0
3174333,1931,0
3184724,1962,0
3184939,1947,0
3185147,1833,0
3185358,1797,0
3185566,1870,0
3185784,1837,0
3185997,1810,0
3186207,1887,0
3186415,1855,0
3186634,1803,0
3186842,1954,0
3187058,1951,0
3187266,1808,0
3187476,1904,0
3187693,1856,0
3198077,1879,0
3198285,1791,0
3198495,1938,0
3198711,1865,0
3198921,1791,0
3199130,1889,0
3199340,1847,0
3199548,1925,0
3199766,1927,0
3199981,1840,0
3200191,1787,0
3200399,1876,0
3200609,1853,0
3200825,1940,0
3201040,1819,0
3201248,1872,0
3211643,1845,0
3211851,1946,0
3212066,1889,0
3212274,1867,0
3212485,1823,0
3212701,1964,0
3212911,1851,0
3213120,1935,0
3213330,1903,0
3213538,1807,0
3213756,1931,0
3213967,1807,0
3214177,1936,0
3214385,1853,0
3214595,1813,0
3224984,1805,0
3225195,1942,0
3225403,1847,0
3225621,1828,0
3225830,1872,0
3226043,1900,0
3226251,1862,0
3226461,1819,0
3226677,1961,0
3226887,1835,0
3227097,1953,0
3227307,1871,0
3227515,1855,0
3227734,1959,0
3227947,1875,0
3228157,1845,0
3238543,1961,0
3238761,1873,0
3238975,1829,0
3239186,1868,0
3239394,1869,0
3239604,1811,0
3239821,1965,0
3240033,1808,0
3240241,1968,0
3240452,1855,0
3240668,1943,0
3240878,1855,0
3241088,1925,0
3241298,1968,0
3241507,1808,0
3251896,1823,0
3252107,1966,0
3252318,1866,0
3252526,1884,0
3252742,1926,0
3252956,1957,0
3253166,1872,0
3253374,1857,0
3253584,1961,0
3253801,1826,0
3254016,1852,0
3254224,1936,0
3254434,1919,0
3254651,1799,0
3254861,1949,0
3255070,1837,0
3265454,1853,0
3265671,1958,0
3265881,1821,0
3266093,1872,0
3266303,1840,0
3266512,1954,0
3266730,1872,0
3266945,1822,0
3267155,1898,0
3267363,1865,0
3267573,1810,0
3267790,1966,0
3268002,1808,0
3268210,1920,0
3268421,1853,0
3268637,1922,0
3279062,1899,0
3279270,1867,0
3279480,1821,0
3279697,1965,0
3279907,1847,0
3280115,1936,0
3280326,1907,0
3280534,1806,0
3280752,1939,0
3280964,1931,0
3281174,1962,0
3281382,1808,0
3281592,1826,0
3281807,1872,0
3282024,1866,0
3292432,1813,0
3292650,1943,0
3292858,1851,0
3293069,1827,0
3293277,1871,0
3293488,1837,0
3293704,1957,0
3293914,1861,0
3294123,1905,0
3294333,1963,0
3294541,1819,0
3294759,1871,0
3294972,1934,0
3295182,1963,0
3295391,1808,0
3295601,1942,0
3306039,1968,0
3306250,1865,0
3306458,1895,0
3306676,1964,0
3306884,1827,0
3307096,1953,0
3307304,1831,0
3307514,1852,0
3307731,1865,0
3307947,1870,0
3308155,1856,0
3308365,1956,0
3308573,1833,0
3308791,1842,0
3309005,1945,0
3319430,1962,0
3319647,1825,0
3319857,1905,0
3320069,1842,0
3320279,1952,0
3320487,1839,0
3320706,1860,0
3320914,1863,0
3321124,1823,0
3321332,1961,0
3321543,1868,0
3321759,1857,0
3321974,1787,0
3322182,1873,0
3322392,1843,0
3322601,1871,0
3333021,1858,0
3333229,1931,0
3333440,1904,0
3333656,1809,0
3333866,1926,0
3334074,1856,0
3334284,1809,0
3334492,1965,0
3334710,1862,0
3334918,1936,0
3335129,1890,0
3335338,1821,0
3335548,1937,0
3335764,1854,0
3335980,1840,0
3346424,1857,0
3346642,1810,0
3346851,1930,0
3347066,1962,0
3347275,1814,0
3347485,1914,0
3347701,1852,0
3347912,1796,0
3348120,1872,0
3348331,1842,0
3348539,1943,0
3348757,1886,0
3348967,1947,0
3349177,1872,0
3349386,1791,0
3349596,1913,0
3359999,1823,0
3360209,1956,0
3360417,1839,0
3360636,1855,0
3360844,1872,0
3361058,1957,0
3361266,1831,0
3361477,1857,0
3361693,1871,0
3361903,1822,0
3362112,1963,0
3362322,1867,0
3362530,1878,0
3362748,1966,0
3362961,1904,0
3373422,1825,0
3373639,1872,0
3373849,1829,0
3374063,1827,0
3374273,1956,0
3374481,1840,0
3374700,1857,0
3374908,1868,0
3375119,1824,0
3375327,1962,0
3375537,1868,0
3375753,1879,0
3375966,1849,0
3376174,1936,0
3376385,1889,0
3376593,1793,0
3387051,1933,0
3387259,1856,0
3387470,1810,0
3387686,1886,0
3387896,1910,0
3388108,1859,0
3388318,1815,0
3388526,1962,0
3388742,1963,0
3388956,1872,0
3389166,1839,0
3389374,1951,0
3389584,1871,0
3389801,1821,0
3390016,1813,0
3390224,1964,0
3400667,1867,0
3400875,1963,0
3401087,1865,0
3401295,1895,0
3401505,1963,0
3401722,1811,0
3401934,1959,0
3402142,1825,0
3402352,1874,0
3402560,1862,0
3402779,1815,0
3402992,1797,0
3403202,1937,0
3403410,1851,0
3403628,1808,0
3414045,1898,0
3414255,1851,0
3414464,1936,0
3414682,1872,0
3414890,1911,0
3415102,1962,0
3415310,1814,0
3415520,1902,0
3415737,1852,0
3415949,1946,0
3416157,1846,0
3416368,1819,0
3416576,1902,0
3416794,1850,0
3417008,1791,0
3417218,1951,0
3427644,1821,0
3427854,1903,0
3428067,1936,0
3428278,1904,0
3428486,1807,0
3428704,1952,0
3428913,1833,0
3429123,1835,0
3429331,1871,0
3429541,1833,0
3429757,1951,0
3429974,1956,0
3430182,1834,0
3430392,1853,0
3430601,1963,0
3441043,1834,0
3441252,1962,0
3441462,1872,0
3441678,1879,0
3441888,1872,0
3442098,1812,0
3442308,1953,0
3442517,1837,0
3442735,1870,0
3442947,1883,0
3443158,1959,0
3443366,1824,0
3443576,1886,0
3443792,1867,0
3444007,1883,0
3444215,1805,0
3454626,1947,0
3454834,1847,0
3455051,1840,0
3455259,1954,0
3455469,1872,0
3455686,1850,0
3455896,1839,0
3456108,1952,0
3456318,1872,0
3456526,1840,0
3456744,1947,0
3456959,1872,0
3457169,1836,0
3457377,1957,0
3457588,1871,0
3468038,1919,0
3468248,1966,0
3468456,1813,0
3468674,1927,0
3468883,1901,0
3469096,1961,0
3469304,1823,0
3469515,1895,0
3469731,1859,0
3469947,1872,0
3470155,1857,0
3470365,1958,0
3470573,1819,0
3470792,1889,0
3471005,1943,0
3471215,1874,0
3481596,1885,0
3481815,1845,0
3482027,1839,0
3482237,1808,0
3482445,1872,0
3482663,1846,0
3482871,1961,0
3483083,1867,0
3483291,1886,0
3483501,1959,0
3483718,1815,0
3483928,1936,0
3484137,1847,0
3484347,1787,0
3484555,1872,0
3494951,1831,0
3495160,1962,0
3495370,1870,0
3495578,1891,0
3495797,1962,0
3496011,1853,0
3496222,1808,0
3496430,1885,0
3496649,1839,0
3496857,1957,0
3497069,1838,0
3497277,1954,0
3497487,1872,0
3497704,1872,0
3497914,1962,0
3498123,1819,0
3508507,1840,0
3508723,1956,0
3508939,1954,0
3509148,1840,0
3509358,1791,0
3509566,1885,0
3509784,1848,0
3509997,1819,0
3510207,1902,0
3510416,1867,0
3510634,1811,0
3510842,1965,0
3511058,1963,0
3511267,1814,0
3511477,1911,0
3511693,1856,0
3522115,1963,0
3522323,1826,0
3522533,1872,0
3522750,1862,0
3522966,1856,0
3523175,1919,0
3523385,1963,0
3523593,1811,0
3523811,1920,0
3524024,1952,0
3524235,1871,0
3524443,1824,0
3524661,1949,0
3524869,1838,0
3525079,1805,0
3535485,1873,0
3535703,1965,0
3535912,1809,0
3536122,1933,0
3536330,1853,0
3536541,1808,0
3536757,1965,0
3536969,1808,0
3537177,1899,0
3537387,1846,0
3537596,1958,0
3537815,1871,0
3538027,1866,0
3538237,1819,0
3538446,1963,0
3538663,1872,0
3549093,1870,0
3549303,1819,0
3549511,1964,0
3549729,1858,0
3549942,1842,0
3550153,1790,0
3550361,1874,0
3550571,1845,0
3550787,1943,0
3551000,1839,0
3551208,1954,0
3551418,1872,0
3551635,1855,0
3551845,1955,0
3552058,1881,0
3562483,1878,0
3562699,1791,0
3562910,1956,0
3563118,1834,0
3563328,1857,0
3563537,1872,0
3563755,1835,0
3563965,1867,0
3564176,1824,0
3564384,1963,0
3564594,1857,0
3564811,1911,0
3565026,1879,0
3565235,1867,0
3565445,1825,0
3565661,1960,0
3576074,1834,0
3576283,1963,0
3576493,1870,0
3576709,1886,0
3576919,1965,0
3577128,1810,0
3577338,1919,0
3577546,1857,0
3577764,1815,0
3577978,1857,0
3578188,1958,0
3578396,1828,0
3578607,1859,0
3578823,1869,0
3579035,1875,0
3589477,1857,0
