t,v
1197416264,1815
1197416472,1735
1197416691,1663
1197416899,1782
1197417109,1719
1197417317,1691
1197417528,1808
1197417744,1744
1197417959,1677
1197418167,1713
1197418377,1776
1197418586,1812
1197429013,1712
1197429221,1707
1197429431,1739
1197429647,1718
1197429858,1785
1197430066,1813
1197430276,1687
1197430485,1678
1197430703,1765
1197430911,1717
1197431122,1792
1197431330,1814
1197431540,1689
1197431756,1675
1197431973,1815
1197432181,1815
1197442604,1693
1197442820,1735
1197443036,1659
1197443244,1675
1197443455,1814
1197443670,1731
1197443880,1670
1197444092,1734
1197444302,1659
1197444510,1788
1197444729,1730
1197444943,1687
1197445153,1717
1197445361,1806
1197445572,1721
1197456007,1683
1197456217,1728
1197456425,1695
1197456644,1806
1197456852,1735
1197457064,1671
1197457272,1815
1197457482,1699
1197457698,1657
1197457909,1833
1197458117,1725
1197458327,1743
1197458536,1809
1197458754,1712
1197458968,1680
1197459179,1776
1197469581,1815
1197469800,1715
1197470010,1806
1197470220,1659
1197470429,1781
1197470647,1731
1197470855,1685
1197471066,1808
1197471274,1737
1197471484,1671
1197471701,1766
1197471911,1729
1197472119,1697
1197472329,1803
1197472538,1815
1197483005,1682
1197483213,1798
1197483423,1719
1197483640,1682
1197483850,1810
1197484063,1743
1197484273,1734
1197484481,1712
1197484700,1778
1197484908,1815
1197485118,1685
1197485326,1713
1197485537,1743
1197485752,1723
1197485965,1711
1197486173,1733
1197496563,1681
1197496779,1733
1197496995,1667
1197497203,1689
1197497413,1809
1197497629,1759
1197497840,1675
1197498054,1776
1197498264,1814
1197498472,1737
1197498690,1663
1197498899,1783
1197499110,1719
1197499318,1682
1197499528,1811
1197499744,1738
1197510171,1658
1197510379,1795
1197510589,1728
1197510806,1682
1197511022,1813
1197511231,1811
1197511441,1708
1197511657,1679
1197511867,1815
1197512076,1728
1197512286,1725
1197512495,1808
1197512713,1714
1197512922,1671
1197513132,1776
1197523541,1727
1197523759,1744
1197523974,1808
1197524184,1734
1197524392,1712
1197524602,1782
1197524819,1814
1197525031,1692
1197525239,1808
1197525449,1712
1197525665,1677
1197525876,1812
1197526089,1788
1197526299,1727
1197526508,1691
1197526726,1812
1197537149,1735
1197537359,1723
1197537567,1689
1197537786,1810
1197537996,1737
1197538206,1806
1197538415,1763
1197538633,1681
1197538841,1756
1197539054,1735
1197539262,1727
1197539473,1737
1197539689,1714
1197539899,1776
1197540108,1815
1197550539,1694
1197550755,1722
1197550970,1721
1197551178,1686
1197551389,1809
1197551597,1735
1197551813,1712
1197552026,1679
1197552236,1678
1197552444,1751
1197552662,1734
1197552870,1714
1197553083,1812
1197553291,1733
1197553501,1666
1197553717,1792
1197564130,1721
1197564338,1781
1197564549,1729
1197564765,1698
1197564978,1795
1197565186,1691
1197565397,1808
1197565605,1744
1197565823,1683
1197566036,1710
1197566247,1785
1197566455,1813
1197566673,1694
1197566881,1658
1197567092,1733
1197577533,1707
1197577751,1810
1197577962,1744
1197578172,1803
1197578380,1814
1197578591,1689
1197578807,1697
1197579022,1745
1197579230,1810
1197579441,1700
1197579656,1671
1197579867,1813
1197580075,1731
1197580285,1657
1197580493,1786
1197580712,1727
1197591108,1687
1197591318,1722
1197591526,1686
1197591745,1808
1197591957,1735
1197592168,1735
1197592376,1714
1197592586,1775
1197592802,1811
1197593014,1703
1197593223,1803
1197593433,1721
1197593649,1686
1197593859,1805
1197594067,1833
1197604532,1679
1197604748,1687
1197604962,1813
1197605170,1655
1197605380,1815
1197605588,1728
1197605807,1735
1197606020,1809
1197606230,1812
1197606438,1735
1197606657,1657
1197606865,1787
1197607075,1727
1197607283,1694
1197607494,1803
1197607710,1837
1197618160,1679
1197618368,1711
1197618578,1738
1197618795,1715
1197619011,1762
1197619220,1767
1197619430,1734
1197619646,1704
1197619856,1802
1197620065,1813
1197620275,1680
1197620483,1743
1197620702,1735
1197620910,1708
1197621121,1807
1197621329,1776
1197631768,1680
1197631979,1734
1197632189,1811
1197632397,1734
1197632613,1655
1197632822,1658
1197633038,1814
1197633246,1813
1197633457,1688
1197633673,1681
1197633883,1744
1197634092,1694
1197634303,1807
1197634511,1747
1197634730,1679
1197645154,1761
1197645364,1731
1197645573,1703
1197645791,1802
1197646004,1813
1197646214,1783
1197646422,1728
1197646640,1717
1197646848,1803
1197647063,1718
1197647271,1813
1197647481,1681
1197647698,1712
1197647908,1733
1197648117,1704
1197648327,1797
1197658745,1814
1197658962,1779
1197659170,1746
1197659380,1734
1197659588,1711
1197659806,1779
1197660020,1815
1197660230,1737
1197660438,1722
1197660657,1754
1197660865,1809
1197661075,1707
1197661283,1675
1197661493,1813
1197661710,1734
1197672152,1693
1197672361,1807
1197672571,1712
1197672787,1674
1197673003,1811
1197673211,1798
1197673421,1722
1197673637,1687
1197673848,1808
1197674060,1741
1197674270,1814
1197674478,1731
1197674696,1677
1197674905,1803
1197675115,1710
1197675323,1679
1197685727,1813
1197685940,1713
1197686150,1709
1197686359,1671
1197686569,1813
1197686785,1725
1197686998,1744
1197687206,1733
1197687416,1651
1197687633,1785
1197687843,1720
1197688054,1687
1197688264,1722
1197688473,1685
1197688691,1811
1197699147,1740
1197699357,1681
1197699565,1735
1197699783,1739
1197699993,1723
1197700204,1813
1197700412,1731
1197700630,1689
1197700839,1808
1197701054,1713
1197701262,1734
1197701472,1659
1197701688,1776
1197701899,1730
1197702107,1686
1197702318,1810
1197712705,1746
1197712915,1795
1197713124,1744
1197713334,1675
1197713542,1763
1197713760,1734
1197713973,1712
1197714184,1700
1197714392,1659
1197714602,1814
1197714818,1729
1197715031,1701
1197715239,1735
1197715449,1675
1197715665,1751
1197726058,1729
1197726266,1734
1197726476,1671
1197726693,1750
1197726903,1729
1197727112,1686
1197727322,1808
1197727530,1738
1197727749,1674
1197727960,1764
1197728170,1669
1197728378,1765
1197728588,1733
1197728803,1727
1197729020,1695
1197729228,1695
1197739624,1746
1197739832,1687
1197740047,1805
1197740255,1671
1197740465,1814
1197740681,1733
1197740891,1706
1197741103,1715
1197741314,1770
1197741522,1808
1197741738,1711
1197741951,1713
1197742162,1697
1197742370,1658
1197742580,1815
1197742796,1725
1197753224,1744
1197753432,1817
1197753651,1683
1197753859,1741
1197754069,1732
1197754278,1707
1197754488,1787
1197754704,1811
1197754914,1706
1197755123,1697
1197755333,1743
1197755541,1725
1197755759,1723
1197755974,1806
1197756184,1735
1197766594,1722
1197766813,1795
1197767026,1728
1197767236,1719
1197767444,1687
1197767662,1808
1197767870,1761
1197768083,1774
1197768291,1811
1197768501,1703
1197768717,1663
1197768929,1814
1197769137,1706
1197769347,1792
1197769555,1815
1197769773,1710
1197780202,1676
1197780412,1680
1197780628,1729
1197780839,1735
1197781048,1707
1197781258,1813
1197781467,1733
1197781685,1655
1197781893,1792
1197782104,1706
1197782313,1670
1197782523,1814
1197782738,1730
1197782953,1680
1197783162,1710
1197793592,1776
1197793807,1723
1197794022,1743
1197794230,1678
1197794441,1814
1197794656,1733
1197794867,1661
1197795075,1779
1197795285,1730
1197795493,1699
1197795711,1794
1197795920,1813
1197796130,1682
1197796338,1722
1197796549,1736
1197796765,1712
1197807183,1775
1197807392,1814
1197807602,1693
1197807818,1659
1197808030,1781
1197808238,1681
1197808448,1808
1197808665,1744
