t,v,m
1174535722,1707,0
1174535933,1840,0
1174536141,1703,0
1174536351,1835,0
1174536560,1706,0
1174536778,1819,0
1174536993,1749,0
1174537203,1695,0
1174537411,1757,0
1174537630,1702,0
1174548077,1774,0
1174548288,1718,0
1174548496,1842,0
1174548714,1733,0
1174548922,1843,0
1174549133,1734,0
1174549341,1840,0
1174549551,1750,0
1174549767,1822,0
1174549984,1842,0
1174550192,1693,0
1174550403,1840,0
1174550611,1712,0
1174550829,1815,0
1174551042,1843,0
1174551252,1732,0
1174561693,1843,0
1174561903,1726,0
1174562112,1842,0
1174562322,1736,0
1174562530,1840,0
1174562748,1754,0
1174562963,1685,0
1174563173,1841,0
1174563381,1707,0
1174563591,1827,0
1174563807,1721,0
1174564020,1846,0
1174564228,1709,0
1174564438,1843,0
1174564655,1684,0
1174575076,1742,0
1174575284,1837,0
1174575494,1748,0
1174575711,1829,0
1174575921,1744,0
1174576130,1828,0
1174576340,1757,0
1174576548,1799,0
1174576766,1775,0
1174576979,1750,0
1174577189,1680,0
1174577397,1757,0
1174577608,1702,0
1174577824,1760,0
1174578036,1789,0
1174578245,1734,0
1174588675,1756,0
1174588883,1753,0
1174589097,1699,0
1174589305,1759,0
1174589515,1711,0
1174589732,1770,0
1174589948,1750,0
1174590157,1815,0
1174590367,1760,0
1174590575,1755,0
1174590793,1846,0
1174591007,1725,0
1174591217,1794,0
1174591426,1732,0
1174591644,1755,0
1174602070,1712,0
1174602280,1819,0
1174602488,1725,0
1174602706,1783,0
1174602915,1734,0
1174603125,1733,0
1174603333,1745,0
1174603544,1682,0
1174603760,1758,0
1174603976,1733,0
1174604185,1840,0
1174604395,1745,0
1174604603,1840,0
1174604822,1748,0
1174605032,1759,0
1174605242,1714,0
1174615653,1744,0
1174615863,1687,0
1174616071,1749,0
1174616282,1680,0
1174616490,1760,0
1174616709,1699,0
1174616917,1751,0
1174617128,1698,0
1174617336,1760,0
1174617546,1709,0
1174617762,1778,0
1174617979,1755,0
1174618187,1808,0
1174618397,1761,0
1174618605,1798,0
1174629068,1680,0
1174629276,1757,0
1174629486,1707,0
1174629703,1759,0
1174629913,1701,0
1174630122,1759,0
1174630332,1710,0
1174630540,1783,0
1174630758,1728,0
1174630969,1749,0
1174631179,1682,0
1174631387,1760,0
1174631597,1729,0
1174631812,1842,0
1174632028,1840,0
1174632236,1698,0
1174642634,1735,0
1174642843,1841,0
1174643055,1709,0
1174643263,1778,0
1174643473,1725,0
1174643690,1846,0
1174643900,1702,0
1174644110,1761,0
1174644320,1712,0
1174644528,1808,0
1174644744,1759,0
1174644957,1735,0
1174645167,1735,0
1174645376,1747,0
1174645586,1680,0
1174655975,1792,0
1174656186,1770,0
1174656394,1739,0
1174656604,1817,0
1174656821,1713,0
1174657034,1729,0
1174657242,1840,0
1174657452,1747,0
1174657669,1835,0
1174657879,1727,0
1174658088,1842,0
1174658299,1741,0
1174658507,1833,0
1174658725,1745,0
1174658939,1701,0
1174659149,1835,0
1174669534,1711,0
1174669752,1835,0
1174669966,1774,0
1174670176,1714,0
1174670384,1847,0
1174670594,1757,0
1174670809,1808,0
1174671026,1840,0
1174671234,1703,0
1174671444,1835,0
1174671660,1712,0
1174671871,1808,0
1174672079,1728,0
1174672289,1777,0
1174672497,1739,0
1174682887,1697,0
1174683100,1755,0
1174683310,1709,0
1174683518,1767,0
1174683736,1719,0
1174683949,1699,0
1174684159,1835,0
1174684367,1711,0
1174684577,1830,0
1174684794,1713,0
1174685009,1728,0
1174685217,1842,0
1174685427,1740,0
1174685643,1835,0
1174685854,1753,0
1174686066,1744,0
1174696515,1705,0
1174696732,1744,0
1174696949,1719,0
1174697157,1845,0
1174697367,1729,0
1174697576,1841,0
1174697794,1741,0
1174698007,1709,0
1174698217,1821,0
1174698425,1721,0
1174698643,1799,0
1174698852,1734,0
1174699066,1758,0
1174699274,1783,0
1174699484,1776,0
1174699701,1776,0
1174710123,1699,0
1174710331,1760,0
1174710542,1711,0
1174710758,1806,0
1174710970,1761,0
1174711178,1741,0
1174711389,1712,0
1174711597,1739,0
1174711816,1738,0
1174712029,1827,0
1174712239,1758,0
1174712447,1793,0
1174712666,1757,0
1174712874,1826,0
1174713085,1758,0
1174723510,1797,0
1174723728,1767,0
1174723939,1772,0
1174724149,1722,0
1174724357,1843,0
1174724568,1740,0
1174724784,1838,0
1174724998,1817,0
1174725207,1724,0
1174725417,1785,0
1174725633,1739,0
1174725843,1741,0
1174726053,1711,0
1174726263,1819,0
1174726472,1718,0
1174726690,1777,0
1174737101,1713,0
1174737311,1843,0
1174737519,1693,0
1174737738,1840,0
1174737949,1836,0
1174738159,1750,0
1174738367,1814,0
1174738577,1757,0
1174738794,1786,0
1174739009,1750,0
1174739217,1745,0
1174739427,1691,0
1174739643,1760,0
1174739853,1709,0
1174740065,1695,0
1174750508,1840,0
1174750724,1709,0
1174750936,1843,0
1174751144,1681,0
1174751354,1840,0
1174751562,1699,0
1174751781,1839,0
1174751994,1786,0
1174752204,1720,0
1174752412,1843,0
1174752631,1729,0
1174752839,1840,0
1174753052,1751,0
1174753260,1744,0
1174753471,1683,0
1174753687,1753,0
1174764082,1753,0
1174764291,1745,0
1174764501,1687,0
1174764717,1747,0
1174764928,1703,0
1174765136,1747,0
1174765347,1680,0
1174765555,1757,0
1174765773,1707,0
1174765984,1722,0
1174766194,1793,0
1174766402,1732,0
1174766619,1695,0
1174766828,1758,0
1174767044,1744,0
1174777502,1762,0
1174777721,1707,0
1174777929,1755,0
1174778140,1699,0
1174778348,1760,0
1174778558,1711,0
1174778775,1836,0
1174778987,1717,0
1174779195,1750,0
1174779405,1699,0
1174779622,1754,0
1174779832,1703,0
1174780042,1729,0
1174780253,1777,0
1174780461,1742,0
1174780679,1682,0
1174791060,1813,0
1174791270,1760,0
1174791479,1748,0
1174791697,1827,0
1174791905,1743,0
1174792116,1845,0
1174792324,1681,0
1174792534,1840,0
1174792750,1695,0
1174792965,1712,0
1174793174,1807,0
1174793384,1725,0
1174793592,1829,0
1174793809,1756,0
1174794024,1681,0
1174804413,1744,0
1174804629,1831,0
1174804839,1757,0
1174805050,1791,0
1174805260,1727,0
1174805468,1842,0
1174805686,1739,0
1174805895,1728,0
1174806109,1759,0
1174806317,1744,0
1174806527,1693,0
1174806743,1744,0
1174806959,1744,0
1174807167,1836,0
1174807378,1751,0
1174807586,1808,0
1174818042,1840,0
1174818250,1708,0
1174818460,1826,0
1174818676,1725,0
1174818887,1759,0
1174819098,1797,0
1174819309,1764,0
1174819517,1733,0
1174819735,1823,0
1174819949,1730,0
1174820159,1745,0
1174820367,1746,0
1174820577,1687,0
1174820794,1754,0
1174821009,1760,0
1174821217,1759,0
1174831658,1840,0
1174831866,1701,0
1174832077,1836,0
1174832285,1712,0
1174832495,1808,0
1174832711,1730,0
1174832921,1799,0
1174833130,1731,0
1174833340,1746,0
1174833548,1745,0
1174833766,1682,0
1174833979,1808,0
1174834190,1763,0
1174834398,1763,0
1174834608,1845,0
1174845036,1760,0
1174845246,1714,0
1174845454,1844,0
1174845673,1719,0
1174845881,1709,0
1174846095,1825,0
1174846303,1721,0
1174846514,1790,0
1174846730,1735,0
1174846945,1739,0
1174847153,1840,0
1174847364,1749,0
1174847572,1819,0
1174847790,1759,0
1174848001,1761,0
1174848211,1712,0
1174858636,1788,0
1174858846,1715,0
1174859060,1791,0
1174859270,1771,0
1174859478,1734,0
1174859697,1844,0
1174859905,1695,0
1174860115,1840,0
1174860324,1698,0
1174860534,1837,0
1174860750,1708,0
1174860965,1722,0
1174861173,1843,0
1174861384,1737,0
1174861592,1822,0
1174872034,1739,0
1174872243,1838,0
1174872453,1750,0
1174872669,1831,0
1174872880,1725,0
1174873090,1843,0
1174873300,1734,0
1174873508,1840,0
1174873726,1746,0
1174873940,1711,0
1174874150,1819,0
1174874358,1723,0
1174874568,1770,0
1174874784,1740,0
1174875001,1715,0
1174875209,1845,0
1174885609,1790,0
1174885825,1728,0
1174886042,1793,0
1174886250,1729,0
1174886460,1740,0
1174886676,1745,0
1174886886,1844,0
1174887098,1681,0
1174887308,1840,0
1174887516,1703,0
1174887735,1840,0
1174887949,1751,0
1174888159,1699,0
1174888367,1758,0
1174888578,1708,0
1174899028,1714,0
1174899239,1801,0
1174899447,1730,0
1174899665,1727,0
1174899873,1734,0
1174900084,1734,0
1174900292,1746,0
1174900502,1684,0
1174900719,1747,0
1174900930,1717,0
1174901138,1746,0
1174901348,1712,0
1174901557,1756,0
1174901775,1709,0
1174901985,1726,0
1174902196,1771,0
1174912587,1776,0
1174912805,1717,0
1174913015,1739,0
1174913225,1712,0
1174913434,1749,0
1174913652,1699,0
1174913860,1759,0
1174914071,1701,0
1174914279,1755,0
1174914489,1703,0
1174914706,1760,0
1174914916,1701,0
1174915125,1761,0
1174915335,1711,0
1174915543,1786,0
1174925945,1744,0
1174926153,1829,0
1174926363,1757,0
1174926572,1795,0
1174926790,1766,0
1174927000,1842,0
1174927211,1735,0
1174927419,1837,0
1174927637,1743,0
1174927845,1825,0
1174928060,1779,0
1174928268,1739,0
1174928478,1719,0
1174928694,1750,0
1174928905,1732,0
1174929114,1745,0
1174939498,1739,0
1174939715,1840,0
1174939925,1728,0
1174940134,1842,0
1174940344,1738,0
1174940553,1840,0
1174940771,1750,0
1174940982,1750,0
1174941192,1685,0
1174941401,1761,0
1174941611,1712,0
1174941827,1843,0
1174942041,1840,0
1174942250,1702,0
1174942460,1838,0
1174952847,1821,0
1174953060,1719,0
1174953268,1844,0
1174953478,1728,0
1174953694,1840,0
1174953905,1732,0
1174954113,1840,0
1174954324,1746,0
1174954532,1824,0
1174954750,1751,0
1174954963,1734,0
1174955173,1747,0
1174955381,1745,0
1174955591,1685,0
1174955807,1754,0
1174956020,1813,0
1174966406,1703,0
1174966624,1840,0
1174966832,1705,0
1174967045,1760,0
1174967253,1777,0
1174967463,1795,0
1174967680,1731,0
1174967890,1760,0
1174968099,1787,0
1174968310,1809,0
1174968518,1712,0
1174968736,1842,0
1174968949,1757,0
1174969159,1709,0
1174969367,1776,0
1174979759,1790,0
1174979973,1715,0
1174980184,1808,0
1174980392,1727,0
1174980602,1819,0
1174980819,1721,0
1174981034,1735,0
1174981242,1840,0
1174981452,1746,0
1174981669,1840,0
1174981879,1714,0
1174982089,1845,0
1174982299,1726,0
1174982508,1843,0
1174982726,1741,0
1174982939,1705,0
1174993387,1754,0
1174993596,1763,0
1174993813,1712,0
1174994026,1747,0
1174994236,1843,0
1174994444,1680,0
1174994662,1835,0
1174994870,1703,0
1174995081,1822,0
1174995289,1723,0
1174995499,1776,0
1174995715,1729,0
1174995926,1793,0
1174996134,1733,0
1174996345,1746,0
1174996553,1744,0
1175007001,1729,0
1175007209,1840,0
1175007419,1744,0
1175007635,1840,0
1175007846,1746,0
1175008060,1694,0
1175008270,1843,0
1175008479,1695,0
1175008697,1835,0
1175008905,1707,0
1175009115,1828,0
1175009324,1715,0
1175009534,1809,0
1175009751,1714,0
1175009965,1732,0
1175020382,1841,0
1175020592,1744,0
1175020808,1829,0
1175021020,1713,0
1175021229,1821,0
1175021439,1723,0
1175021656,1845,0
1175021866,1731,0
1175022074,1841,0
1175022284,1739,0
1175022493,1836,0
1175022711,1754,0
1175022919,1830,0
1175023129,1754,0
1175023338,1809,0
1175023548,1764,0
1175033979,1680,0
1175034189,1840,0
1175034397,1706,0
1175034608,1829,0
1175034824,1717,0
1175035036,1826,0
1175035245,1690,0
1175035455,1840,0
1175035671,1703,0
1175035881,1699,0
1175036095,1759,0
1175036305,1707,0
1175036513,1777,0
1175036731,1723,0
1175036946,1820,0
1175047380,1762,0
1175047588,1776,0
1175047806,1810,0
1175048017,1842,0
1175048227,1744,0
1175048435,1826,0
1175048653,1758,0
1175048862,1803,0
1175049072,1759,0
1175049280,1777,0
1175049491,1790,0
1175049707,1755,0
1175049917,1774,0
1175050126,1744,0
1175050336,1843,0
1175050545,1683,0
1175060959,1720,0
1175061167,1844,0
1175061377,1739,0
1175061585,1840,0
1175061804,1744,0
1175062015,1747,0
1175062225,1683,0
1175062434,1760,0
1175062652,1707,0
1175062860,1769,0
1175063071,1705,0
1175063279,1760,0
1175063489,1713,0
1175063706,1769,0
1175063916,1711,0
1175074374,1743,0
1175074584,1711,0
1175074800,1746,0
1175075017,1723,0
1175075225,1841,0
1175075436,1733,0
1175075652,1842,0
1175075863,1738,0
1175076071,1841,0
1175076281,1741,0
1175076490,1838,0
